"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"347","IL0730200","Henry","Atkinson (PWS)","Unknown",80,80,0
"348","IL0730200","Henry","Atkinson (PWS)","UnknownNotLead",0,0,0
"349","IL1070050","Logan","Atlanta (PWS)","Lead",0,0,0
"350","IL1070050","Logan","Atlanta (PWS)","Total",800,800,0
"351","IL1070050","Logan","Atlanta (PWS)","Unknown",800,800,0
"352","IL1070050","Logan","Atlanta (PWS)","UnknownNotLead",0,0,0
"353","IL0414060","Douglas","Atwood (PWS)","Lead",0,0,0
"354","IL0414060","Douglas","Atwood (PWS)","Total",540,540,0
"355","IL0414060","Douglas","Atwood (PWS)","Unknown",128,125,3
"356","IL0414060","Douglas","Atwood (PWS)","UnknownNotLead",0,0,0
"357","IL1670050","Sangamon","Auburn (PWS)","Lead",0,0,0
"358","IL1670050","Sangamon","Auburn (PWS)","Total",1908,1914,-6
"359","IL1670050","Sangamon","Auburn (PWS)","Unknown",1251,0,1251
"360","IL1670050","Sangamon","Auburn (PWS)","UnknownNotLead",0,1914,-1914
"361","IL0670050","Hancock","Augusta (PWS)","Lead",0,0,0
"362","IL0670050","Hancock","Augusta (PWS)","Total",312,314,-2
"363","IL0670050","Hancock","Augusta (PWS)","Unknown",112,114,-2
"364","IL0670050","Hancock","Augusta (PWS)","UnknownNotLead",0,0,0
"365","IL0894070","Kane","Aurora (PWS)","Lead",19505,19912,-407
"366","IL0894070","Kane","Aurora (PWS)","Total",49088,49177,-89
"367","IL0894070","Kane","Aurora (PWS)","Unknown",833,130,703
"368","IL0894070","Kane","Aurora (PWS)","UnknownNotLead",0,0,0
"369","IL0895750","Kane","Aurora Community Water Association (PWS)","Lead",0,0,0
"370","IL0895750","Kane","Aurora Community Water Association (PWS)","Total",50,50,0
"371","IL0895750","Kane","Aurora Community Water Association (PWS)","Unknown",50,50,0
"372","IL0895750","Kane","Aurora Community Water Association (PWS)","UnknownNotLead",0,0,0
"373","IL1235125","Marshall","Autumn Ridge Estates (PWS)","Lead",0,0,0
"374","IL1235125","Marshall","Autumn Ridge Estates (PWS)","Total",29,30,-1
"375","IL1235125","Marshall","Autumn Ridge Estates (PWS)","Unknown",0,0,0
"376","IL1235125","Marshall","Autumn Ridge Estates (PWS)","UnknownNotLead",0,0,0
"377","IL0770050","Jackson","Ava (PWS)","Lead",0,0,0
"378","IL0770050","Jackson","Ava (PWS)","Total",534,506,28
"379","IL0770050","Jackson","Ava (PWS)","Unknown",34,0,34
"380","IL0770050","Jackson","Ava (PWS)","UnknownNotLead",0,506,-506
"381","IL0971110","Lake","Avantara Long Grove (PWS)","Lead",0,0,0
"382","IL0971110","Lake","Avantara Long Grove (PWS)","Total",1,1,0
"383","IL0971110","Lake","Avantara Long Grove (PWS)","Unknown",1,1,0
"384","IL0971110","Lake","Avantara Long Grove (PWS)","UnknownNotLead",0,0,0
"385","IL0270100","Clinton","Aviston (PWS)","Lead",0,0,0
"386","IL0270100","Clinton","Aviston (PWS)","Total",1010,974,36
"387","IL0270100","Clinton","Aviston (PWS)","Unknown",0,0,0
"388","IL0270100","Clinton","Aviston (PWS)","UnknownNotLead",0,0,0
"389","IL0570100","Fulton","Avon (PWS)","Lead",0,0,0
"390","IL0570100","Fulton","Avon (PWS)","Total",389,388,1
"391","IL0570100","Fulton","Avon (PWS)","Unknown",0,0,0
"392","IL0570100","Fulton","Avon (PWS)","UnknownNotLead",0,0,0
"393","IL0855200","Jo Daviess","Bahl Water Corp (PWS)","Lead",0,0,0
"394","IL0855200","Jo Daviess","Bahl Water Corp (PWS)","Total",232,232,0
"395","IL0855200","Jo Daviess","Bahl Water Corp (PWS)","Unknown",0,0,0
"396","IL0855200","Jo Daviess","Bahl Water Corp (PWS)","UnknownNotLead",0,0,0
"397","IL1570050","Randolph","Baldwin (PWS)","Lead",0,0,0
"398","IL1570050","Randolph","Baldwin (PWS)","Total",271,273,-2
"399","IL1570050","Randolph","Baldwin (PWS)","Unknown",0,0,0
"400","IL1570050","Randolph","Baldwin (PWS)","UnknownNotLead",0,0,0
"401","IL1975180","Will","Balmoral Heights Subdivision (PWS)","Lead",0,0,0
"402","IL1975180","Will","Balmoral Heights Subdivision (PWS)","Total",128,128,0
"403","IL1975180","Will","Balmoral Heights Subdivision (PWS)","Unknown",0,0,0
"404","IL1975180","Will","Balmoral Heights Subdivision (PWS)","UnknownNotLead",0,0,0
"405","IL0970100","Lake","Bannockburn (PWS)","Lead",2,2,0
"406","IL0970100","Lake","Bannockburn (PWS)","Total",213,213,0
"407","IL0970100","Lake","Bannockburn (PWS)","Unknown",0,0,0
"408","IL0970100","Lake","Bannockburn (PWS)","UnknownNotLead",0,0,0
"409","IL0915145","Kankakee","Barberry Acres MHP (PWS)","Lead",0,0,0
"410","IL0915145","Kankakee","Barberry Acres MHP (PWS)","Total",22,22,0
"411","IL0915145","Kankakee","Barberry Acres MHP (PWS)","Unknown",0,0,0
"412","IL0915145","Kankakee","Barberry Acres MHP (PWS)","UnknownNotLead",0,0,0
"413","IL1090050","McDonough","Bardolph (PWS)","Lead",0,0,0
"414","IL1090050","McDonough","Bardolph (PWS)","Total",98,98,0
"415","IL1090050","McDonough","Bardolph (PWS)","Unknown",86,98,-12
"416","IL1090050","McDonough","Bardolph (PWS)","UnknownNotLead",0,0,0
"417","IL0974080","Lake","Barrington (PWS)","Lead",995,1006,-11
"418","IL0974080","Lake","Barrington (PWS)","Total",4553,4547,6
"419","IL0974080","Lake","Barrington (PWS)","Unknown",799,848,-49
"420","IL0974080","Lake","Barrington (PWS)","UnknownNotLead",0,0,0
"421","IL1490050","Pike","Barry (PWS)","Lead",23,23,0
"422","IL1490050","Pike","Barry (PWS)","Total",720,719,1
"423","IL1490050","Pike","Barry (PWS)","Unknown",100,100,0
"424","IL1490050","Pike","Barry (PWS)","UnknownNotLead",0,0,0
"425","IL0270150","Clinton","Bartelso (PWS)","Lead",0,0,0
"426","IL0270150","Clinton","Bartelso (PWS)","Total",245,235,10
"427","IL0270150","Clinton","Bartelso (PWS)","Unknown",0,85,-85
"428","IL0270150","Clinton","Bartelso (PWS)","UnknownNotLead",10,0,10
"429","IL0314120","Cook","Bartlett (PWS)","Lead",68,58,10
"430","IL0314120","Cook","Bartlett (PWS)","Total",13647,13602,45
"431","IL0314120","Cook","Bartlett (PWS)","Unknown",236,231,5
"432","IL0314120","Cook","Bartlett (PWS)","UnknownNotLead",0,0,0
"433","IL0894130","Kane","Batavia (PWS)","Lead",516,520,-4
"434","IL0894130","Kane","Batavia (PWS)","Total",9330,9330,0
"435","IL0894130","Kane","Batavia (PWS)","Unknown",200,200,0
"436","IL0894130","Kane","Batavia (PWS)","UnknownNotLead",40,40,0
"437","IL0130050","Calhoun","Batchtown (PWS)","Lead",0,0,0
"438","IL0130050","Calhoun","Batchtown (PWS)","Total",160,160,0
"439","IL0130050","Calhoun","Batchtown (PWS)","Unknown",0,0,0
"440","IL0130050","Calhoun","Batchtown (PWS)","UnknownNotLead",0,0,0
"441","IL0755110","Iroquois","Bayles Lake Homeowners Association (PWS)","Lead",0,0,0
"442","IL0755110","Iroquois","Bayles Lake Homeowners Association (PWS)","Total",259,258,1
"443","IL0755110","Iroquois","Bayles Lake Homeowners Association (PWS)","Unknown",0,0,0
"444","IL0755110","Iroquois","Bayles Lake Homeowners Association (PWS)","UnknownNotLead",0,0,0
"445","IL1490100","Pike","Baylis (PWS)","Lead",0,0,0
"446","IL1490100","Pike","Baylis (PWS)","Total",82,82,0
"447","IL1490100","Pike","Baylis (PWS)","Unknown",0,0,0
"448","IL1490100","Pike","Baylis (PWS)","UnknownNotLead",0,0,0
"449","IL0970010","Lake","Beach MHP (PWS)","Lead",0,0,0
"450","IL0970010","Lake","Beach MHP (PWS)","Total",208,208,0
"451","IL0970010","Lake","Beach MHP (PWS)","Unknown",0,0,0
"452","IL0970010","Lake","Beach MHP (PWS)","UnknownNotLead",208,0,208
"453","IL0970190","Lake","Beach Park (PWS)","Lead",0,0,0
"454","IL0970190","Lake","Beach Park (PWS)","Total",2902,2888,14
"455","IL0970190","Lake","Beach Park (PWS)","Unknown",0,0,0
"456","IL0970190","Lake","Beach Park (PWS)","UnknownNotLead",0,0,0
"457","IL0170150","Cass","Beardstown (PWS)","Lead",700,700,0
"458","IL0170150","Cass","Beardstown (PWS)","Total",2105,2105,0
"459","IL0170150","Cass","Beardstown (PWS)","Unknown",694,700,-6
"460","IL0170150","Cass","Beardstown (PWS)","UnknownNotLead",0,0,0
"461","IL1075150","Logan","Beason-Chestnut Pwd (PWS)","Lead",0,0,0
"462","IL1075150","Logan","Beason-Chestnut Pwd (PWS)","Total",198,198,0
"463","IL1075150","Logan","Beason-Chestnut Pwd (PWS)","Unknown",155,0,155
"464","IL1075150","Logan","Beason-Chestnut Pwd (PWS)","UnknownNotLead",22,160,-138
"465","IL0755125","Iroquois","Beaver Creek Village MHP (PWS)","Lead",0,0,0
"466","IL0755125","Iroquois","Beaver Creek Village MHP (PWS)","Total",11,11,0
"467","IL0755125","Iroquois","Beaver Creek Village MHP (PWS)","Unknown",0,0,0
"468","IL0755125","Iroquois","Beaver Creek Village MHP (PWS)","UnknownNotLead",0,0,0
"469","IL0750100","Iroquois","Beaverville (PWS)","Lead",0,0,0
"470","IL0750100","Iroquois","Beaverville (PWS)","Total",172,172,0
"471","IL0750100","Iroquois","Beaverville (PWS)","Unknown",166,167,-1
"472","IL0750100","Iroquois","Beaverville (PWS)","UnknownNotLead",0,0,0
"473","IL0270200","Clinton","Beckemeyer (PWS)","Lead",0,0,0
"474","IL0270200","Clinton","Beckemeyer (PWS)","Total",472,471,1
"475","IL0270200","Clinton","Beckemeyer (PWS)","Unknown",0,0,0
"476","IL0270200","Clinton","Beckemeyer (PWS)","UnknownNotLead",0,0,0
"477","IL1975170","Will","Beckwith Community Association (PWS)","Lead",10,10,0
"478","IL1975170","Will","Beckwith Community Association (PWS)","Total",26,26,0
"479","IL1975170","Will","Beckwith Community Association (PWS)","Unknown",0,0,0
"480","IL1975170","Will","Beckwith Community Association (PWS)","UnknownNotLead",0,0,0
"481","IL0310120","Cook","Bedford Park (PWS)","Lead",0,0,0
"482","IL0310120","Cook","Bedford Park (PWS)","Total",489,490,-1
"483","IL0310120","Cook","Bedford Park (PWS)","Unknown",0,0,0
"484","IL0310120","Cook","Bedford Park (PWS)","UnknownNotLead",0,0,0
"485","IL1970050","Will","Beecher (PWS)","Lead",476,479,-3
"486","IL1970050","Will","Beecher (PWS)","Total",2231,2231,0
"487","IL1970050","Will","Beecher (PWS)","Unknown",0,0,0
"488","IL1970050","Will","Beecher (PWS)","UnknownNotLead",0,0,0
"489","IL0490100","Effingham","Beecher City (PWS)","Lead",0,0,0
"490","IL0490100","Effingham","Beecher City (PWS)","Total",294,294,0
"491","IL0490100","Effingham","Beecher City (PWS)","Unknown",0,0,0
"492","IL0490100","Effingham","Beecher City (PWS)","UnknownNotLead",0,0,0
"493","IL0870050","Johnson","Belknap (PWS)","Lead",0,0,0
"494","IL0870050","Johnson","Belknap (PWS)","Total",325,325,0
"495","IL0870050","Johnson","Belknap (PWS)","Unknown",169,169,0
"496","IL0870050","Johnson","Belknap (PWS)","UnknownNotLead",145,145,0
"497","IL0810050","Jefferson","Belle Rive (PWS)","Lead",0,0,0
"498","IL0810050","Jefferson","Belle Rive (PWS)","Total",835,844,-9
"499","IL0810050","Jefferson","Belle Rive (PWS)","Unknown",810,0,810
"500","IL0810050","Jefferson","Belle Rive (PWS)","UnknownNotLead",0,820,-820
"501","IL1130150","McLean","Bellflower (PWS)","Lead",0,0,0
"502","IL1130150","McLean","Bellflower (PWS)","Total",180,180,0
"503","IL1130150","McLean","Bellflower (PWS)","Unknown",0,180,-180
"504","IL1130150","McLean","Bellflower (PWS)","UnknownNotLead",145,0,145
"505","IL1850100","Wabash","Bellmont (PWS)","Lead",0,0,0
"506","IL1850100","Wabash","Bellmont (PWS)","Total",131,135,-4
"507","IL1850100","Wabash","Bellmont (PWS)","Unknown",0,55,-55
"508","IL1850100","Wabash","Bellmont (PWS)","UnknownNotLead",46,0,46
"509","IL0310150","Cook","Bellwood (PWS)","Lead",4824,4825,-1
"510","IL0310150","Cook","Bellwood (PWS)","Total",6237,6234,3
"511","IL0310150","Cook","Bellwood (PWS)","Unknown",0,35,-35
"512","IL0310150","Cook","Bellwood (PWS)","UnknownNotLead",35,0,35
"513","IL0070050","Boone","Belvidere (PWS)","Lead",10,6,4
"514","IL0070050","Boone","Belvidere (PWS)","Total",7537,7528,9
"515","IL0070050","Boone","Belvidere (PWS)","Unknown",4028,4033,-5
"516","IL0070050","Boone","Belvidere (PWS)","UnknownNotLead",0,0,0
"517","IL1470050","Piatt","Bement (PWS)","Lead",0,0,0
"518","IL1470050","Piatt","Bement (PWS)","Total",811,811,0
"519","IL1470050","Piatt","Bement (PWS)","Unknown",800,801,-1
"520","IL1470050","Piatt","Bement (PWS)","UnknownNotLead",0,0,0
"521","IL1170050","Macoupin","Benld (PWS)","Lead",0,0,0
"522","IL1170050","Macoupin","Benld (PWS)","Total",820,821,-1
"523","IL1170050","Macoupin","Benld (PWS)","Unknown",820,821,-1
"524","IL1170050","Macoupin","Benld (PWS)","UnknownNotLead",0,0,0
"525","IL0434140","DuPage","Bensenville (PWS)","Lead",41,1,40
"526","IL0434140","DuPage","Bensenville (PWS)","Total",5066,5065,1
"527","IL0434140","DuPage","Bensenville (PWS)","Unknown",2508,3181,-673
"528","IL0434140","DuPage","Bensenville (PWS)","UnknownNotLead",0,0,0
"529","IL2030050","Woodford","Benson (PWS)","Lead",0,0,0
"530","IL2030050","Woodford","Benson (PWS)","Total",215,215,0
"531","IL2030050","Woodford","Benson (PWS)","Unknown",182,191,-9
"532","IL2030050","Woodford","Benson (PWS)","UnknownNotLead",0,0,0
"533","IL0550050","Franklin","Benton (PWS)","Lead",0,0,0
"534","IL0550050","Franklin","Benton (PWS)","Total",3869,3869,0
"535","IL0550050","Franklin","Benton (PWS)","Unknown",1000,1000,0
"536","IL0550050","Franklin","Benton (PWS)","UnknownNotLead",0,0,0
"537","IL0310180","Cook","Berkeley (PWS)","Lead",462,363,99
"538","IL0310180","Cook","Berkeley (PWS)","Total",1863,1871,-8
"539","IL0310180","Cook","Berkeley (PWS)","Unknown",105,401,-296
"540","IL0310180","Cook","Berkeley (PWS)","UnknownNotLead",0,0,0
"541","IL0310210","Cook","Berwyn (PWS)","Lead",3099,3170,-71
"542","IL0310210","Cook","Berwyn (PWS)","Total",3865,3865,0
"543","IL0310210","Cook","Berwyn (PWS)","Unknown",0,0,0
"544","IL0310210","Cook","Berwyn (PWS)","UnknownNotLead",0,0,0
"545","IL1190150","Madison","Bethalto (PWS)","Lead",0,0,0
"546","IL1190150","Madison","Bethalto (PWS)","Total",6195,6179,16
"547","IL1190150","Madison","Bethalto (PWS)","Unknown",0,0,0
"548","IL1190150","Madison","Bethalto (PWS)","UnknownNotLead",0,0,0
"549","IL1390100","Moultrie","Bethany (PWS)","Lead",0,0,0
"550","IL1390100","Moultrie","Bethany (PWS)","Total",616,620,-4
"551","IL1390100","Moultrie","Bethany (PWS)","Unknown",0,0,0
"552","IL1390100","Moultrie","Bethany (PWS)","UnknownNotLead",596,620,-24
"553","IL1615530","Rock Island","Beverly Hillsdale Estates (PWS)","Lead",0,0,0
"554","IL1615530","Rock Island","Beverly Hillsdale Estates (PWS)","Total",65,65,0
"555","IL1615530","Rock Island","Beverly Hillsdale Estates (PWS)","Unknown",65,65,0
"556","IL1615530","Rock Island","Beverly Hillsdale Estates (PWS)","UnknownNotLead",0,0,0
"557","IL0710050","Henderson","Biggsville (PWS)","Lead",0,0,0
"558","IL0710050","Henderson","Biggsville (PWS)","Total",155,155,0
"559","IL0710050","Henderson","Biggsville (PWS)","Unknown",35,0,35
"560","IL0710050","Henderson","Biggsville (PWS)","UnknownNotLead",0,0,0
"561","IL2015345","Winnebago","Bill-Mar Heights MHP (PWS)","Lead",0,0,0
"562","IL2015345","Winnebago","Bill-Mar Heights MHP (PWS)","Total",64,64,0
"563","IL2015345","Winnebago","Bill-Mar Heights MHP (PWS)","Unknown",64,64,0
"564","IL2015345","Winnebago","Bill-Mar Heights MHP (PWS)","UnknownNotLead",0,0,0
"565","IL1015300","Lawrence","Birds Pinkstaff Water District (PWS)","Lead",0,0,0
"566","IL1015300","Lawrence","Birds Pinkstaff Water District (PWS)","Total",397,393,4
"567","IL1015300","Lawrence","Birds Pinkstaff Water District (PWS)","Unknown",0,0,0
"568","IL1015300","Lawrence","Birds Pinkstaff Water District (PWS)","UnknownNotLead",0,0,0
"569","IL0730250","Henry","Bishop Hill (PWS)","Lead",0,0,0
"570","IL0730250","Henry","Bishop Hill (PWS)","Total",85,80,5
"571","IL0730250","Henry","Bishop Hill (PWS)","Unknown",70,20,50
"572","IL0730250","Henry","Bishop Hill (PWS)","UnknownNotLead",0,0,0
"573","IL1835250","Vermilion","Bismarck Community Water District (PWS)","Lead",0,0,0
"574","IL1835250","Vermilion","Bismarck Community Water District (PWS)","Total",337,337,0
"575","IL1835250","Vermilion","Bismarck Community Water District (PWS)","Unknown",0,0,0
"576","IL1835250","Vermilion","Bismarck Community Water District (PWS)","UnknownNotLead",0,0,0
"577","IL1670120","Sangamon","Bissell Village MHC (pws)","Lead",0,0,0
"578","IL1670120","Sangamon","Bissell Village MHC (pws)","Total",105,105,0
"579","IL1670120","Sangamon","Bissell Village MHC (pws)","Unknown",0,0,0
"580","IL1670120","Sangamon","Bissell Village MHC (pws)","UnknownNotLead",0,0,0
"581","IL0730130","Henry","Blackhawk College East Campus (PWS)","Lead",0,0,0
"582","IL0730130","Henry","Blackhawk College East Campus (PWS)","Total",11,11,0
"583","IL0730130","Henry","Blackhawk College East Campus (PWS)","Unknown",0,0,0
"584","IL0730130","Henry","Blackhawk College East Campus (PWS)","UnknownNotLead",0,0,0
"585","IL0317765","Cook","Blackhawk Estates LLC (PWS)","Lead",0,0,0
"586","IL0317765","Cook","Blackhawk Estates LLC (PWS)","Total",495,495,0
"587","IL0317765","Cook","Blackhawk Estates LLC (PWS)","Unknown",495,495,0
"588","IL0317765","Cook","Blackhawk Estates LLC (PWS)","UnknownNotLead",0,0,0
"589","IL1995350","Williamson","Blairsville PWD (PWS)","Lead",0,0,0
"590","IL1995350","Williamson","Blairsville PWD (PWS)","Total",320,332,-12
"591","IL1995350","Williamson","Blairsville PWD (PWS)","Unknown",0,287,-287
"592","IL1995350","Williamson","Blairsville PWD (PWS)","UnknownNotLead",10,0,10
"593","IL1090100","McDonough","Blandinsville (PWS)","Lead",0,0,0
"594","IL1090100","McDonough","Blandinsville (PWS)","Total",449,449,0
"595","IL1090100","McDonough","Blandinsville (PWS)","Unknown",0,0,0
"596","IL1090100","McDonough","Blandinsville (PWS)","UnknownNotLead",177,186,-9
"597","IL1130210","McLean","BLM GW MHP, LLC (PWS)","Lead",0,0,0
"598","IL1130210","McLean","BLM GW MHP, LLC (PWS)","Total",152,152,0
"599","IL1130210","McLean","BLM GW MHP, LLC (PWS)","Unknown",0,107,-107
"600","IL1130210","McLean","BLM GW MHP, LLC (PWS)","UnknownNotLead",88,0,88
"601","IL0430100","DuPage","Bloomingdale (PWS)","Lead",0,0,0
"602","IL0430100","DuPage","Bloomingdale (PWS)","Total",6985,6917,68
"603","IL0430100","DuPage","Bloomingdale (PWS)","Unknown",0,0,0
"604","IL0430100","DuPage","Bloomingdale (PWS)","UnknownNotLead",0,0,0
"605","IL1130200","McLean","Bloomington (PWS)","Lead",53,8,45
"606","IL1130200","McLean","Bloomington (PWS)","Total",31565,31385,180
"607","IL1130200","McLean","Bloomington (PWS)","Unknown",26945,30526,-3581
"608","IL1130200","McLean","Bloomington (PWS)","UnknownNotLead",0,0,0
"609","IL1135120","McLean","Bloomington Township PWD - Crestwicke (PWS)","Lead",0,0,0
"610","IL1135120","McLean","Bloomington Township PWD - Crestwicke (PWS)","Total",342,340,2
"611","IL1135120","McLean","Bloomington Township PWD - Crestwicke (PWS)","Unknown",0,0,0
"612","IL1135120","McLean","Bloomington Township PWD - Crestwicke (PWS)","UnknownNotLead",342,340,2
"613","IL1130040","McLean","Bloomington Township PWD West Phase (PWS)","Lead",0,0,0
"614","IL1130040","McLean","Bloomington Township PWD West Phase (PWS)","Total",688,685,3
"615","IL1130040","McLean","Bloomington Township PWD West Phase (PWS)","Unknown",0,0,0
"616","IL1130040","McLean","Bloomington Township PWD West Phase (PWS)","UnknownNotLead",688,685,3
"617","IL0310240","Cook","Blue Island (PWS)","Lead",5254,5314,-60
"618","IL0310240","Cook","Blue Island (PWS)","Total",5721,5721,0
"619","IL0310240","Cook","Blue Island (PWS)","Unknown",0,0,0
"620","IL0310240","Cook","Blue Island (PWS)","UnknownNotLead",0,0,0
"621","IL1150100","Macon","Blue Mound (PWS)","Lead",0,0,0
"622","IL1150100","Macon","Blue Mound (PWS)","Total",497,488,9
"623","IL1150100","Macon","Blue Mound (PWS)","Unknown",202,214,-12
"624","IL1150100","Macon","Blue Mound (PWS)","UnknownNotLead",0,0,0
"625","IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)","Lead",0,0,0
"626","IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)","Total",61,61,0
"627","IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)","Unknown",0,0,0
"628","IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)","UnknownNotLead",0,0,0
"629","IL1710100","Scott","Bluffs (PWS)","Lead",0,0,0
"630","IL1710100","Scott","Bluffs (PWS)","Total",280,278,2
"631","IL1710100","Scott","Bluffs (PWS)","Unknown",0,0,0
"632","IL1710100","Scott","Bluffs (PWS)","UnknownNotLead",0,0,0
"633","IL0810100","Jefferson","Bluford (PWS)","Lead",0,0,0
"634","IL0810100","Jefferson","Bluford (PWS)","Total",642,642,0
"635","IL0810100","Jefferson","Bluford (PWS)","Unknown",142,142,0
"636","IL0810100","Jefferson","Bluford (PWS)","UnknownNotLead",0,0,0
"637","IL0050020","Bond","Bond-Madison Water Company (PWS)","Lead",0,0,0
"638","IL0050020","Bond","Bond-Madison Water Company (PWS)","Total",2513,2483,30
"639","IL0050020","Bond","Bond-Madison Water Company (PWS)","Unknown",0,0,0
"640","IL0050020","Bond","Bond-Madison Water Company (PWS)","UnknownNotLead",301,68,233
"641","IL0470100","Edwards","Bone Gap (PWS)","Lead",0,0,0
"642","IL0470100","Edwards","Bone Gap (PWS)","Total",96,149,-53
