FacilityId,County,Place,Class,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic
IL0971450,Lake,Riverwoods,village,Riverwoods (PWS),3/19/19 15:11,2018,841,0,841,0,0,0,0,0,816,0,25
IL2030550,Woodford,Roanoke,village,Roanoke (PWS),4/2/19 11:31,2018,899,0,899,0,30,0,0,0,269,0,600
IL0312700,Cook,Robbins,village,Robbins (PWS),3/15/19 8:50,2018,2186,0,2186,0,2186,0,0,0,0,0,0
IL0530350,Ford,Roberts,village,Roberts (PWS),3/31/19 16:16,2018,195,0,195,2,39,61,31,0,49,0,13
IL1410500,Ogle,Rochelle,city,Rochelle (PWS),4/3/19 13:13,2018,3675,0,3675,33,3642,0,0,0,0,0,0
IL1671000,Sangamon,Rochester,village,Rochester (PWS),4/10/19 15:56,2018,1608,0,1608,0,1598,0,0,0,7,0,3
IL1770500,Stephenson,Rock City,village,Rock City (PWS),3/28/19 5:38,2018,164,0,164,0,20,0,20,0,124,0,0
IL1950450,Whiteside,Rock Falls,city,Rock Falls (PWS),3/25/19 11:41,2018,4158,1,4157,1,0,3035,118,0,0,0,1004
IL1610650,Rock Island,Rock Island,city,Rock Island (PWS),4/17/19 7:56,2018,17480,2737,14743,88,17271,115,0,0,0,0,6
IL0610300,Greene,Rockbridge,village,Rockbridge (PWS),3/20/19 9:40,2018,83,0,83,0,0,0,0,0,83,0,0
IL1970850,Will,Rockdale,village,Rockdale (PWS),4/10/19 11:39,2018,855,0,855,55,10,160,47,0,568,0,15
IL2010300,Winnebago,Rockford,city,Rockford (PWS),4/2/19 10:45,2018,67517,0,67517,13927,24647,13303,36,0,7610,7810,184
IL2010350,Winnebago,Rockton,village,Rockton (PWS),4/8/19 12:41,2018,2944,0,2944,24,15,0,0,0,2845,0,60
IL0312730,Cook,Rolling Meadows,city,Rolling Meadows (PWS),4/8/19 13:03,2018,6507,0,6507,0,0,4687,0,0,1756,64,0
IL1970900,Will,Romeoville,village,Romeoville (PWS),4/29/19 14:17,2018,16968,0,16968,0,0,0,0,0,16852,0,116
IL0610350,Greene,Roodhouse,city,Roodhouse (PWS),5/21/19 11:28,2018,936,3,933,3,154,0,32,0,576,0,171
IL0434820,DuPage,Roselle,village,Roselle (PWS),1/9/19 11:34,2018,8380,0,8380,238,0,8091,0,0,51,0,0
IL0312760,Cook,Rosemont,village,Rosemont (PWS),4/16/19 13:43,2018,751,0,751,1,0,505,0,0,0,245,0
IL1870200,Warren,Roseville,village,Roseville (PWS),3/14/19 7:19,2018,531,0,531,0,0,0,0,0,475,0,56
IL0690150,Hardin,Rosiclare,city,Rosiclare (PWS),4/3/19 11:07,2018,650,0,650,0,0,0,0,0,100,0,550
IL1830800,Vermilion,Rossville,village,Rossville (PWS),3/18/19 12:03,2018,648,0,648,0,0,0,293,0,192,0,163
IL0971500,Lake,Round Lake,village,Round Lake (PWS),4/3/19 9:50,2018,6403,0,6403,0,6403,0,0,0,0,0,0
IL0971550,Lake,Round Lake Beach,village,Round Lake Beach (PWS),6/5/19 10:35,2018,8336,1,8335,0,833,4363,4,0,3136,0,0
IL0970260,Lake,Round Lake Heights,village,Round Lake Heights (PWS),4/8/19 18:18,2018,772,0,772,30,40,15,5,0,682,0,0
IL0971600,Lake,Round Lake Park,village,Round Lake Park (PWS),4/11/19 13:41,2018,1384,0,1384,0,0,214,463,0,707,0,0
IL1190900,Madison,Roxana,village,Roxana (PWS),3/26/19 10:08,2018,768,11,757,0,0,0,387,314,4,0,63
IL0190700,Champaign,Royal,village,Royal (PWS),3/29/19 23:38,2018,150,0,150,0,0,0,7,76,20,0,47
IL1170830,Macoupin,Royal Lakes,village,Royal Lakes (PWS),4/11/19 16:33,2018,150,0,150,0,0,0,0,0,0,0,150
IL0555030,Franklin,Royalton,village,Royalton (PWS),5/6/19 13:00,2018,560,558,2,0,560,0,0,0,0,0,0
IL1570550,Randolph,Ruma,village,Ruma (PWS),5/30/19 10:54,2018,140,0,140,0,0,0,0,0,140,0,0
IL1690200,Schuyler,Rushville,city,Rushville (PWS),4/3/19 10:13,2018,1725,3,1722,0,1308,0,0,0,400,0,17
IL0991000,LaSalle,Rutland,village,Rutland (PWS),3/18/19 11:26,2018,148,0,148,0,39,17,49,0,0,0,43
IL1210450,Marion,Salem,city,Salem (PWS),3/28/19 9:30,2018,3593,3,3590,0,0,0,2,3237,222,0,132
IL1254840,Mason,San Jose,village,San Jose (PWS),3/19/19 18:01,2018,274,0,274,0,0,0,0,96,145,0,33
IL1210500,Marion,Sandoval,village,Sandoval (PWS),3/21/19 15:56,2018,565,0,565,0,0,0,0,0,282,0,283
IL0374850,DeKalb,Sandwich,city,Sandwich (PWS),3/29/19 13:20,2018,2670,0,2670,3,60,0,152,60,2375,0,20
IL0312790,Cook,Sauk Village,village,Sauk (PWS),4/16/19 9:39,2018,3081,2,3079,0,71,0,0,0,3010,0,0
IL0150250,Carroll,Savanna,city,Savanna (PWS),4/29/19 9:20,2018,1454,0,1454,0,1414,0,0,0,28,5,7
IL1170850,Macoupin,Sawyerville,village,Sawyerville (PWS),3/27/19 11:05,2018,217,0,217,0,0,0,0,0,163,0,54
IL1130950,McLean,Saybrook,village,Saybrook (PWS),3/17/19 12:01,2018,375,0,375,0,0,0,50,50,75,50,150
IL0850400,Jo Daviess,Scales Mound,village,Scales Mound (PWS),4/5/19 11:36,2018,194,1,193,0,50,0,0,0,100,0,44
IL0314890,Cook,Schaumburg,village,Schaumburg (PWS),3/20/19 10:48,2018,26353,0,26353,0,208,0,0,0,25743,402,0
IL0312850,Cook,Schiller Park,village,Schiller Park (PWS),4/4/19 14:20,2018,3010,0,3010,200,2705,0,1,0,104,0,0
IL1350600,Montgomery,Schram City,village,Schram City (PWS),4/4/19 21:01,2018,304,0,304,0,283,0,0,0,1,0,20
IL1090020,McDonough,Sciota,village,Sciota (PWS),4/14/19 16:24,2018,82,0,82,0,0,0,0,0,79,1,2
IL1310350,Mercer,Seaton,village,Seaton (PWS),4/13/19 9:15,2018,100,0,100,0,26,0,33,0,4,0,37
IL0110900,Bureau,Seatonville,village,Seatonville (PWS),4/15/19 13:48,2018,148,0,148,0,0,0,0,0,70,0,78
IL2030600,Woodford,Secor,village,Secor (PWS),4/2/19 11:34,2018,174,0,174,0,9,5,5,0,0,0,155
IL0991050,LaSalle,Seneca,village,Seneca (PWS),4/12/19 14:06,2018,898,0,898,0,0,0,0,0,898,0,0
IL0550450,Franklin,Sesser,city,Sesser (PWS),3/29/19 15:12,2018,1062,0,1062,0,0,211,31,405,415,0,0
IL0370450,DeKalb,Shabbona,village,Shabbona (PWS),4/12/19 11:46,2018,360,0,360,36,0,0,0,0,317,2,5
IL0150300,Carroll,Shannon,village,Shannon (PWS),3/18/19 12:37,2018,400,0,400,0,0,0,50,0,280,0,70
IL0590350,Gallatin,Shawneetown,city,Shawneetown (PWS),4/14/19 10:09,2018,480,0,480,0,130,0,34,0,58,0,258
IL0110950,Bureau,Sheffield,village,Sheffield (PWS),4/15/19 13:49,2018,460,0,460,8,0,0,0,0,450,0,2
IL1730300,Shelby,Shelbyville,city,Shelbyville (PWS),5/1/19 9:46,2018,3486,0,3486,0,1236,0,1100,0,600,0,550
IL0750800,Iroquois,Sheldon,village,Sheldon (PWS),4/14/19 16:33,2018,467,0,467,0,47,0,0,0,420,0,0
IL1310400,Mercer,Sherrard,village,Sherrard (PWS),5/13/19 9:15,2018,317,317,0,0,150,0,4,0,151,0,12
IL1170950,Macoupin,Shipman,town,Shipman (PWS),5/26/19 8:41,2018,250,0,250,0,250,0,0,0,0,0,0
IL1975080,Will,Shorewood,village,Shorewood (PWS),3/14/19 11:12,2018,6237,0,6237,0,0,0,0,0,6160,44,33
IL0530400,Ford,Sibley,village,Sibley (PWS),3/17/19 16:21,2018,170,0,170,0,160,5,0,0,0,0,5
IL1830850,Vermilion,Sidell,village,Sidell (PWS),4/26/19 20:59,2018,260,0,260,0,0,0,0,0,260,0,0
IL0190850,Champaign,Sidney,village,Sidney (PWS),3/13/19 15:24,2018,540,0,540,0,0,0,0,0,200,0,340
IL1730350,Shelby,Sigel,town,Sigel (PWS),2/7/19 9:50,2018,185,0,185,0,174,0,1,0,5,0,5
IL1610700,Rock Island,Silvis,city,Silvis (PWS),5/23/19 10:18,2018,2590,0,2590,427,0,670,0,0,1332,27,134
IL1910400,Wayne,Sims,village,Sims (PWS),4/1/19 20:40,2018,149,0,149,0,137,0,0,0,0,0,12
IL0312880,Cook,Skokie,village,Skokie (PWS),4/11/19 6:43,2018,17747,0,17747,1239,14808,0,0,0,1700,0,0
IL0890750,Kane,Sleepy Hollow,village,Sleepy Hollow (PWS),3/15/19 10:46,2018,1015,0,1015,0,0,0,0,0,1015,0,0
IL0050250,Bond,Smithboro,village,Smithboro (PWS),7/25/19 18:55,2018,72,0,72,0,0,0,0,0,0,0,72
IL0570850,Fulton,Smithfield,village,Smithfield (PWS),4/14/19 16:31,2018,120,0,120,0,0,0,0,0,98,2,20
IL1631300,St. Clair,Smithton,village,Smithton (PWS),5/23/19 14:29,2018,1758,0,1758,0,10,0,177,517,703,0,351
IL0374870,DeKalb,Somonauk,village,Somonauk (PWS),3/25/19 14:17,2018,737,0,737,0,415,0,0,0,315,0,7
IL0050300,Bond,Sorento,village,Sorento (PWS),4/26/19 13:57,2018,234,0,234,0,228,0,0,0,0,0,6
IL0312940,Cook,South Chicago Heights,village,South Chicago Heights (PWS),3/18/19 11:57,2018,1611,0,1611,1408,0,0,0,0,203,0,0
IL0890800,Kane,South Elgin,village,South Elgin (PWS),4/3/19 8:49,2018,8023,0,8023,1,0,2133,28,0,5617,241,3
IL0312970,Cook,South Holland,village,South Holland (PWS),5/24/19 11:36,2018,8505,2,8503,292,30,0,10,0,8155,18,0
IL1370400,Morgan,South Jacksonville,village,South Jacksonville (PWS),5/6/19 14:42,2018,1520,4,1516,585,200,200,15,300,200,0,20
IL1790650,Tazewell,South Pekin,village,South Pekin (PWS),3/25/19 17:58,2018,7,0,7,0,0,0,2,0,4,1,0
IL1190970,Madison,South Roxana,village,South Roxana (PWS),4/26/19 15:44,2018,800,0,800,0,0,0,1,0,799,0,0
IL0630650,Grundy,South Wilmington,village,South Wilmington (PWS),4/12/19 11:46,2018,321,0,321,0,321,0,0,0,0,0,0
IL1230200,Marshall,Sparland,village,Sparland (PWS),4/15/19 17:17,2018,199,0,199,0,199,0,0,0,0,0,0
IL1570600,Randolph,Sparta,city,Sparta (PWS),3/26/19 11:04,2018,2625,2,2623,0,904,0,0,0,927,0,794
IL0111000,Bureau,Spring Valley,city,Spring Valley (PWS),4/4/19 14:24,2018,2444,0,2444,0,2087,0,16,0,287,14,40
IL1930450,White,Springerton,village,Springerton (PWS),4/1/19 20:44,2018,110,0,110,0,0,0,0,0,21,0,89
IL1671200,Sangamon,Springfield,city,Springfield (PWS),4/9/19 17:40,2018,54843,49,54794,70,14242,0,166,39826,490,5,44
IL0910700,Kankakee,St. Anne,village,St Anne (PWS),6/11/19 0:00,2018,531,0,531,0,499,0,1,0,0,3,28
IL0950500,Knox,St. Augustine,village,St Augustine (PWS),5/9/19 13:06,2018,71,0,71,0,0,0,0,0,71,0,0
IL0894830,Kane,St. Charles,city,St Charles (PWS),4/8/19 12:59,2018,12509,1,12508,454,9219,0,0,0,2836,0,0
IL0510250,Fayette,St. Elmo,city,St Elmo (PWS),4/3/19 11:42,2018,746,0,746,0,158,0,158,0,112,0,318
IL1010250,Lawrence,St. Francisville,city,St Francisville (PWS),4/1/19 20:45,2018,334,2,332,0,154,0,80,0,0,0,100
IL1190950,Madison,St. Jacob,village,St Jacob (PWS),4/9/19 13:16,2018,777,0,777,0,672,0,0,0,0,0,105
IL1631200,St. Clair,St. Libory,village,St Libory (PWS),3/25/19 14:47,2018,238,0,238,0,1,197,0,0,25,0,15
IL0510300,Fayette,St. Peter,village,St Peter (PWS),4/6/19 10:06,2018,172,0,172,0,0,0,0,0,0,0,172
IL1550300,Putnam,Standard,village,Standard (PWS),3/29/19 10:28,2018,115,0,115,0,0,0,0,0,100,0,15
IL1131000,McLean,Stanford,village,Stanford (PWS),4/14/19 21:23,2018,357,0,357,0,298,0,7,0,32,0,20
IL1171050,Macoupin,Staunton,city,Staunton (PWS),3/25/19 9:37,2018,3289,0,3289,0,0,0,0,0,1151,0,2138
IL1570650,Randolph,Steeleville,village,Steeleville (PWS),4/29/19 14:16,2018,951,0,951,0,0,0,0,0,951,0,0
IL0314860,Cook,Steger,village,Steger (PWS),4/16/19 8:48,2018,3425,270,3155,5,3420,0,0,0,0,0,0
IL1030450,Lee,Steward,village,Steward (PWS),4/29/19 18:40,2018,111,0,111,0,88,0,23,0,0,0,0
IL1730400,Shelby,Stewardson,village,Stewardson (PWS),3/28/19 10:35,2018,335,0,335,0,218,0,7,0,50,0,60
IL0313000,Cook,Stickney,village,Stickney (PWS),3/26/19 9:04,2018,1901,0,1901,1825,0,10,20,0,36,9,1
IL1410550,Ogle,Stillman Valley,village,Stillman Valley (PWS),5/22/19 14:59,2018,496,0,496,0,0,0,0,0,476,3,17
IL0850450,Jo Daviess,Stockton,village,Stockton (PWS),4/9/19 14:02,2018,833,0,833,0,0,0,0,0,827,0,6
IL0313030,Cook,Stone Park,village,Stone Park (PWS),5/3/19 11:26,2018,20,0,20,0,0,0,1,0,19,0,0
IL1654880,Saline,Stonefort,village,Stonefort (PWS),5/23/19 15:52,2018,123,0,123,0,10,0,0,0,102,0,11
IL0210550,Christian,Stonington,village,Stonington (PWS),3/29/19 13:40,2018,446,1,445,0,0,0,0,0,420,0,26
IL1050700,Livingston,Strawn,village,Strawn (PWS),4/12/19 11:34,2018,52,0,52,0,10,0,13,0,10,0,19
IL0313060,Cook,Streamwood,village,Streamwood (PWS),4/1/19 16:31,2018,13103,0,13103,0,0,0,0,0,13064,39,0
IL0710400,Henderson,Stronghurst,village,Stronghurst (PWS),5/7/19 9:01,2018,396,0,396,3,138,0,0,0,250,0,5
IL1030500,Lee,Sublette,village,Sublette (PWS),4/8/19 23:45,2018,246,0,246,2,0,0,0,0,100,0,144
IL0890850,Kane,Sugar Grove,village,Sugar Grove (PWS),4/12/19 14:53,2018,4245,0,4245,0,0,1450,0,0,2789,6,0
IL1390300,Moultrie,Sullivan,city,Sullivan (PWS),3/13/19 14:31,2018,2486,243,2243,0,0,0,0,2486,0,0,0
IL1631350,St. Clair,Summerfield,village,Summerfield (PWS),3/26/19 15:10,2018,194,0,194,0,0,0,0,3,186,0,5
IL0310060,Cook,Summit,village,Summit (PWS),4/10/19 10:48,2018,2540,0,2540,2331,0,203,0,0,0,6,0
IL1010300,Lawrence,Sumner,city,Sumner (PWS),5/20/19 13:33,2018,530,0,530,10,120,0,150,0,100,0,150
IL0370550,DeKalb,Sycamore,city,Sycamore (PWS),4/11/19 10:13,2018,7182,0,7182,111,5815,0,2,21,1204,3,26
IL0570900,Fulton,Table Grove,village,Table Grove (PWS),4/14/19 16:52,2018,220,0,220,0,100,0,9,0,90,2,19
IL1290250,Menard,Tallula,village,Tallula (PWS),5/2/19 23:30,2018,393,0,393,0,293,0,0,0,100,0,0
IL1450250,Perry,Tamaroa,village,Tamaroa (PWS),4/10/19 15:27,2018,995,0,995,0,847,8,4,0,20,0,116
IL0030100,Alexander,Tamms,village,Tamms (PWS),4/26/19 10:36,2018,255,0,255,0,0,0,0,0,208,0,47
IL1950550,Whiteside,Tampico,village,Tampico (PWS),4/11/19 11:45,2018,345,345,0,40,15,0,200,0,90,0,0
IL1350650,Montgomery,Taylor Springs,village,Taylor Springs (PWS),3/14/19 9:36,2018,317,0,317,0,0,0,0,15,240,0,62
IL0210600,Christian,Taylorville,city,Taylorville (PWS),3/25/19 15:59,2018,5824,2,5822,0,276,0,0,0,5546,0,2
IL0490450,Effingham,Teutopolis,village,Teutopolis (PWS),3/18/19 11:41,2018,821,0,821,0,0,0,0,0,728,0,93
IL0750850,Iroquois,Thawville,village,Thawville (PWS),3/18/19 8:08,2018,100,0,100,0,40,0,8,0,45,0,7
IL1671250,Sangamon,Thayer,village,Thayer (PWS),5/6/19 9:20,2018,400,0,400,0,0,42,96,104,66,0,92
IL0030150,Alexander,Thebes,village,Thebes (PWS),4/15/19 10:35,2018,168,0,168,0,0,0,0,168,0,0,0
IL0190950,Champaign,Thomasboro,village,Thomasboro (PWS),4/26/19 13:25,2018,501,0,501,0,17,0,0,0,436,0,48
IL0550500,Franklin,Thompsonville,village,Thompsonville (PWS),3/29/19 15:35,2018,305,0,305,0,0,39,1,117,18,0,130
IL0150350,Carroll,Thomson,village,Thomson (PWS),3/21/19 10:37,2018,236,0,236,0,0,0,99,0,137,0,0
IL0313090,Cook,Thornton,village,Thornton (PWS),3/18/19 10:21,2018,6,0,6,2,0,0,0,0,4,0,0
IL1570700,Randolph,Tilden,village,Tilden (PWS),4/1/19 20:46,2018,550,0,550,0,455,0,0,0,65,0,30
IL0314910,Cook,Tinley Park,village,Tinley Park (PWS),5/23/19 10:17,2018,23242,2,23240,23,322,0,243,104,22543,3,4
IL0111050,Bureau,Tiskilwa,village,Tiskilwa (PWS),4/15/19 13:51,2018,360,0,360,40,80,0,40,0,100,0,100
IL0350200,Cumberland,Toledo,village,Toledo (PWS),4/11/19 10:17,2018,601,1,600,0,554,0,0,0,40,0,7
IL0191000,Champaign,Tolono,village,Tolono (PWS),5/28/19 8:04,2018,1304,0,1304,0,303,0,100,0,401,0,500
IL1230250,Marshall,Toluca,city,Toluca (PWS),3/15/19 14:32,2018,696,0,696,0,246,57,5,0,0,1,387
IL0991150,LaSalle,Tonica,village,Tonica (PWS),4/5/19 12:44,2018,335,0,335,1,152,0,2,0,170,0,10
IL1750150,Stark,Toulon,city,Toulon (PWS),4/9/19 15:05,2018,550,0,550,36,483,0,0,0,18,0,13
IL0210650,Christian,Tovey,village,Tovey (PWS),3/29/19 13:24,2018,207,0,207,0,0,0,0,0,182,0,25
IL1131050,McLean,Towanda,village,Towanda (PWS),4/11/19 15:09,2018,242,0,242,0,0,66,60,116,0,0,0
IL1730500,Shelby,Tower Hill,village,Tower Hill (PWS),3/18/19 11:59,2018,265,0,265,0,0,0,0,0,0,0,265
IL0975010,Lake,Tower Lakes,village,Tower Lakes (PWS),4/9/19 15:09,2018,392,0,392,0,392,0,0,0,0,0,0
IL1790700,Tazewell,Tremont,village,Tremont (PWS),3/14/19 11:39,2018,1068,0,1068,110,40,100,10,0,750,0,58
IL0270500,Clinton,Trenton,city,Trenton (PWS),4/12/19 11:28,2018,1341,0,1341,0,1200,0,47,0,47,0,47
IL1191000,Madison,Troy,city,Troy (PWS),4/11/19 9:27,2018,6324,0,6324,0,64,3765,0,224,1255,15,1001
IL0415030,Douglas,Tuscola,city,Tuscola (PWS),3/22/19 11:02,2018,2360,1,2359,0,630,0,185,0,1514,0,31
IL1530350,Pulaski,Ullin,village,Ullin (PWS),4/15/19 13:53,2018,204,0,204,0,154,0,0,0,50,0,0
IL1110900,McHenry,Union,village,Union (PWS),8/2/19 0:00,2018,257,0,257,0,0,256,0,0,0,0,1
IL0010700,Adams,Ursa,village,Ursa (PWS),4/12/19 15:25,2018,288,0,288,0,0,0,0,0,116,0,172
IL0550600,Franklin,Valier,village,Valier (PWS),3/29/19 15:39,2018,593,0,593,0,0,0,10,359,224,0,0
IL1330250,Monroe,Valmeyer,village,Valmeyer (PWS),3/25/19 10:35,2018,463,0,463,0,0,0,0,0,437,0,26
IL0510350,Fayette,Vandalia,city,Vandalia (PWS),3/21/19 13:37,2018,2585,0,2585,0,2554,0,5,0,8,0,18
IL1230300,Marshall,Varna,village,Varna (PWS),4/15/19 13:52,2018,200,0,200,0,0,0,70,0,50,0,80
IL0770550,Jackson,Vergennes,village,Vergennes (PWS),4/15/19 10:32,2018,309,0,309,0,0,0,0,309,0,0,0
IL0450400,Edgar,Vermilion,village,Vermilion (PWS),3/29/19 10:07,2018,94,0,94,0,87,0,0,0,0,0,7
IL0570950,Fulton,Vermont,village,Vermont (PWS),5/8/19 14:35,2018,299,0,299,11,288,0,0,0,0,0,0
IL1210550,Marion,Vernon,village,Vernon (PWS),4/8/19 11:39,2018,146,0,146,0,85,0,0,0,38,0,23
IL0971750,Lake,Vernon Hills,village,LCPWD - Vernon Hills (PWS),4/10/19 11:20,2018,8223,0,8223,0,135,0,0,0,8088,0,0
IL0090200,Brown,Versailles,village,Versailles (PWS),4/2/19 10:37,2018,264,0,264,0,0,0,0,0,264,0,0
IL0950550,Knox,Victoria,village,Victoria (PWS),4/15/19 21:22,2018,171,0,171,0,0,0,0,0,151,0,20
IL0870350,Johnson,Vienna,city,Vienna (PWS),4/9/19 9:28,2018,774,0,774,0,555,90,27,0,1,0,101
IL0410350,Douglas,Villa Grove,city,Villa Grove (PWS),4/9/19 13:36,2018,1101,1,1100,814,0,0,0,0,0,0,287
IL0430800,DuPage,Villa Park,village,Villa Park (PWS),4/30/19 15:00,2018,7132,0,7132,42,6306,0,13,0,739,32,0
IL1310450,Mercer,Viola,village,Viola (PWS),4/2/19 13:16,2018,436,0,436,0,0,370,0,0,42,0,24
IL1171100,Macoupin,Virden,city,Virden (PWS),6/19/19 15:38,2018,1726,0,1726,0,1726,0,0,0,0,0,0
IL0170250,Cass,Virginia,city,Virginia (PWS),3/14/19 13:29,2018,822,3,819,0,0,0,410,159,150,0,103
IL0971770,Lake,Volo,village,Volo (PWS),4/10/19 11:14,2018,2200,0,2200,0,0,0,0,0,2200,0,0
IL1350700,Montgomery,Waggoner,village,Waggoner (PWS),4/15/19 12:14,2018,94,0,94,0,0,0,0,27,38,0,29
IL0111100,Bureau,Walnut,village,Walnut (PWS),5/23/19 19:55,2018,633,0,633,0,633,0,0,0,0,0,0
IL1210600,Marion,Walnut Hill,village,Walnut Hill (PWS),4/26/19 14:20,2018,517,0,517,0,349,0,0,0,11,0,157
IL0810400,Jefferson,Waltonville,village,Waltonville (PWS),3/21/19 10:06,2018,763,0,763,0,5,0,0,0,0,0,758
IL1214920,Marion,Wamac,city,Wamac (PWS),4/8/19 11:40,2018,709,0,709,0,559,0,0,0,97,0,53
IL0390250,DeWitt,Wapella,village,Wapella (PWS),3/14/19 15:57,2018,260,0,260,0,0,0,0,0,255,0,5
IL0850500,Jo Daviess,Warren,village,Warren (PWS),4/26/19 14:04,2018,737,0,737,0,0,15,8,0,595,4,115
IL1150500,Macon,Warrensburg,village,Warrensburg (PWS),3/15/19 8:38,2018,440,0,440,0,0,0,0,2,428,0,10
IL0430833,DuPage,Warrenville,city,Warrenville (PWS),4/5/19 8:20,2018,4639,0,4639,0,0,0,0,0,4600,0,39
IL0670650,Hancock,Warsaw,city,Warsaw (PWS),3/20/19 9:42,2018,849,0,849,1,98,0,300,0,350,0,100
IL2034940,Woodford,Washburn,village,Washburn (PWS),5/9/19 6:38,2018,511,0,511,0,166,210,15,0,50,0,70
IL1790750,Tazewell,Washington,city,Washington (PWS),4/11/19 9:50,2018,5457,0,5457,5,1726,2223,209,0,0,0,1294
IL0950600,Knox,Wataga,village,Wataga (PWS),4/3/19 12:47,2018,382,0,382,0,0,20,0,212,0,0,150
IL1330300,Monroe,Waterloo,city,Waterloo (PWS),4/15/19 11:27,2018,4621,0,4621,0,1571,0,0,0,3000,0,50
IL0370600,DeKalb,Waterman,village,Waterman (PWS),4/12/19 14:07,2018,530,0,530,0,0,0,20,0,510,0,0
IL0750900,Iroquois,Watseka,city,Watseka (PWS),4/15/19 18:49,2018,2233,0,2233,0,2218,0,0,0,10,0,5
IL0490500,Effingham,Watson,village,Watson (PWS),3/18/19 12:01,2018,299,0,299,0,0,0,0,0,0,0,299
IL0971850,Lake,Wauconda,village,Wauconda (PWS),4/26/19 13:43,2018,5797,0,5797,142,0,219,0,0,5241,195,0
IL0971900,Lake,Waukegan,city,Waukegan (PWS),4/16/19 10:13,2018,20654,4,20650,7965,2000,6000,0,0,4082,607,0
IL1370450,Morgan,Waverly,city,Waverly (PWS),4/10/19 13:46,2018,749,1,748,0,103,0,203,0,385,0,58
IL1910450,Wayne,Wayne City,village,Wayne City (PWS),4/11/19 13:13,2018,602,0,602,0,423,0,18,0,42,0,119
IL0390300,DeWitt,Waynesville,village,Waynesville (PWS),5/24/19 7:51,2018,200,0,200,0,0,0,0,150,20,0,30
IL0390350,DeWitt,Weldon,village,Weldon (PWS),4/11/19 14:33,2018,212,0,212,0,181,0,0,0,0,0,31
IL0750950,Iroquois,Wellington,village,Wellington (PWS),3/20/19 5:16,2018,123,0,123,0,0,11,4,102,0,0,6
IL1234950,Marshall,Wenona,city,Wenona (PWS),4/10/19 12:01,2018,525,0,525,5,372,88,24,0,0,0,36
IL1030550,Lee,West Brooklyn,village,West Brooklyn (PWS),3/18/19 8:54,2018,72,0,72,0,72,0,0,0,0,0,0
IL0430900,DuPage,West Chicago,city,West Chicago (PWS),3/14/19 8:11,2018,7237,1,7236,106,352,0,774,0,6005,0,0
IL0550650,Franklin,West City,village,West City (PWS),3/21/19 11:13,2018,330,0,330,0,0,0,0,0,300,0,30
IL0890950,Kane,West Dundee,village,West Dundee (PWS),4/15/19 10:28,2018,2209,0,2209,612,0,215,27,0,1355,0,0
IL0550700,Franklin,West Frankfort,city,West Frankfort (PWS),3/19/19 12:46,2018,3881,2,3879,0,0,123,179,1028,1119,0,1432
IL0670700,Hancock,West Point,village,West Point (PWS),4/2/19 14:07,2018,100,0,100,0,0,0,0,0,0,0,100
IL0470200,Edwards,West Salem,village,West Salem (PWS),3/25/19 8:34,2018,441,0,441,0,298,119,0,0,0,0,24
IL0313150,Cook,Westchester,village,Westchester (PWS),7/15/19 9:55,2018,7182,0,7182,3717,0,0,0,0,3465,0,0
IL0313180,Cook,Western Springs,village,Western Springs (PWS),5/3/19 14:01,2018,4542,0,4542,282,1474,0,0,0,2786,0,0
IL0230200,Clark,Westfield,village,Westfield (PWS),7/8/19 13:45,2018,332,0,332,0,136,0,2,0,5,0,189
IL0430950,DuPage,Westmont,village,Westmont (PWS),5/20/19 7:06,2018,6990,6990,0,142,1312,3635,52,8,1841,0,0
IL1830950,Vermilion,Westville,village,Westville (PWS),5/2/19 10:43,2018,1801,0,1801,0,0,1789,0,0,0,0,12
IL0431050,DuPage,Wheaton,city,Wheaton (PWS),4/12/19 11:32,2018,16652,0,16652,270,2432,0,32,0,13102,816,0
IL0314970,Cook,Wheeling,village,Wheeling (PWS),4/9/19 11:16,2018,8242,0,8242,105,0,0,0,0,7395,742,0
IL1171150,Macoupin,White City,village,White City (PWS),3/26/19 11:05,2018,146,1,145,0,0,0,0,0,0,0,146
IL0610400,Greene,White Hall,city,White Hall (PWS),7/26/19 7:58,2018,1114,0,1114,20,888,0,46,0,7,0,153
IL0950650,Knox,Williamsfield,village,Williamsfield (PWS),5/9/19 13:12,2018,275,0,275,0,0,0,0,0,263,0,12
IL1671300,Sangamon,Williamsville,village,Williamsville (PWS),3/27/19 9:30,2018,2606,0,2606,0,6,2320,0,0,280,0,0
IL1450300,Perry,Willisville,village,Willisville (PWS),4/28/19 13:09,2018,400,0,400,0,352,0,2,0,21,0,25
IL0790300,Jasper,Willow Hill,village,Willow Hill (PWS),4/26/19 13:35,2018,128,0,128,2,0,5,63,25,5,0,28
IL0431100,DuPage,Willowbrook,village,Willowbrook (PWS),4/4/19 9:51,2018,2144,0,2144,0,3,2092,2,0,47,0,0
IL1977870,Will,Willowbrook CDP,CDP,Aqua Illinois - Willowbrook (PWS),5/13/2019 11:04:47 AM,2018,802,0,802,0,526,0,0,0,265,11,0
