"FacilityId","County","FacilityName","ReportedDate","ReportingYear","TotalServiceConnections","WholesaleConnections","RetailConnections","ServicesLead","ServicesUnknownMaterial","ServicesCopperLeadSolder","ServicesGalvanized","ServicesUnknownNotLead","ServicesCopperNonLeadSolder","ServicesCastDuctileIronTransite","ServicesPlastic"
"IL0895200","Kane","Util Inc - Lake Marian Water Corporation (PWS)","4/12/2018 8:10:24 AM","2017","291","0","291","0","0","0","0","0","291","0","0"
"IL1115800","McHenry","Util Inc - Walk-Up Woods Water Company (PWS)","4/12/2018 8:09:45 AM","2017","221","0","221","0","0","0","0","0","221","0","0"
"IL1115400","McHenry","Util Inc - Killarney Water Company (PWS)","4/12/2018 8:09:08 AM","2017","355","0","355","0","0","0","0","0","355","0","0"
"IL1115350","McHenry","Util Inc - Holiday Hills (PWS)","4/12/2018 8:08:20 AM","2017","249","0","249","0","0","0","0","0","249","0","0"
"IL0971150","Lake","Mundelein (PWS)","4/12/2018 8:06:58 AM","2017","10980","0","10980","18","5596","0","6","0","5345","0","15"
"IL1075030","Logan","Illinois American - Lincoln (PWS)","4/12/2018 8:02:28 AM","2017","6054","1","6053","6","5976","0","0","0","0","0","72"
"IL1170150","Macoupin","Carlinville (PWS)","4/12/2018 7:38:34 AM","2017","2932","2","2930","0","1382","0","50","0","1000","0","500"
"IL1730100","Shelby","Findlay (PWS)","4/12/2018 7:03:38 AM","2017","375","0","375","0","0","0","0","0","370","0","5"
"IL0070350","Boone","Poplar Grove West - Countryside (PWS)","4/12/2018 6:02:04 AM","2017","167","0","167","0","0","0","0","0","167","0","0"
"IL0070300","Boone","Poplar Grove South (PWS)","4/12/2018 6:01:26 AM","2017","400","0","400","0","0","0","0","0","400","0","0"
"IL0070150","Boone","Poplar Grove (PWS)","4/12/2018 6:00:42 AM","2017","440","0","440","0","0","0","0","0","420","0","20"
"IL0990700","LaSalle","Oglesby (PWS)","4/12/2018 5:58:43 AM","2017","1800","0","1800","300","750","0","0","0","750","0","0"
"IL0995336","LaSalle","Lynnwood Water Corporation (PWS)","4/12/2018 5:57:12 AM","2017","40","0","40","0","0","0","0","0","40","0","0"
"IL0750950","Iroquois","Wellington (PWS)","4/12/2018 5:30:10 AM","2017","122","0","122","0","102","12","4","0","0","0","4"
"IL0755365","Iroquois","Watch E Kee Manufactured Home Community (PWS)","4/12/2018 5:28:02 AM","2017","62","0","62","0","32","12","12","0","0","0","6"
"IL0750910","Iroquois","Sugar Creek Manufactured Home Comm., LLC (PWS)","4/12/2018 5:25:35 AM","2017","46","0","46","0","33","5","0","0","0","0","8"
"IL1130650","McLean","Heyworth (PWS)","4/11/2018 10:49:02 PM","2017","1078","0","1078","0","656","0","11","0","337","0","74"
"IL0590350","Gallatin","Shawneetown (PWS)","4/11/2018 7:09:22 PM","2017","480","0","480","0","160","0","54","0","34","0","232"
"IL0250020","Clay","Clay County Water Inc (PWS)","4/11/2018 6:25:12 PM","2017","710","0","710","0","0","0","0","0","300","0","410"
"IL2030350","Woodford","Metamora (PWS)","4/11/2018 4:50:00 PM","2017","1718","0","1718","0","147","509","28","0","0","0","1034"
"IL1970500","Will","Lockport (PWS)","4/11/2018 4:34:49 PM","2017","10031","0","10031","184","3742","0","0","0","6105","0","0"
"IL0430950","DuPage","Westmont (PWS)","4/11/2018 3:57:29 PM","2017","6934","78","6856","5","1379","3727","0","0","1823","0","0"
"IL1670500","Sangamon","Grandview (PWS)","4/11/2018 3:51:03 PM","2017","736","0","736","0","699","0","37","0","0","0","0"
"IL0290020","Coles","Embarras Area Water District (PWS)","4/11/2018 3:33:45 PM","2017","1594","4","1590","0","345","0","23","0","0","0","1226"
"IL0312050","Cook","Aqua Illinois-Summerdale (PWS)","4/11/2018 3:26:49 PM","2017","57","0","57","0","55","2","0","0","0","0","0"
"IL1810050","Union","Anna (PWS)","4/11/2018 3:22:26 PM","2017","2380","1","2379","1","1942","83","52","0","28","0","274"
"IL0630550","Grundy","Minooka (PWS)","4/11/2018 3:18:28 PM","2017","4225","0","4225","0","0","860","0","0","3365","0","0"
"IL1354500","Montgomery","Harvel (PWS)","4/11/2018 3:17:41 PM","2017","95","0","95","0","3","0","0","0","90","0","2"
"IL0975620","Lake","Util Inc - Harbor Ridge Utilites, Inc. (PWS)","4/11/2018 3:12:37 PM","2017","302","0","302","0","0","0","0","0","302","0","0"
"IL0975370","Lake","Util Inc - Del-mar Water Company (PWS)","4/11/2018 3:11:33 PM","2017","84","0","84","0","0","0","0","0","84","0","0"
"IL0975350","Lake","Util Inc - Char-Mar Water Company (PWS)","4/11/2018 3:10:27 PM","2017","53","0","53","0","0","0","0","0","53","0","0"
"IL0310900","Cook","Forest Park (PWS)","4/11/2018 3:06:40 PM","2017","3399","1","3398","2796","156","0","0","0","445","0","2"
"IL0430300","DuPage","Downers Grove (PWS)","4/11/2018 3:00:53 PM","2017","16806","0","16806","40","16267","0","0","0","498","0","1"
"IL0315350","Cook","Aqua Illinois - North Maine Utilities (PWS)","4/11/2018 2:55:50 PM","2017","4808","0","4808","1","4371","0","4","0","432","0","0"
"IL1810250","Union","Jonesboro (PWS)","4/11/2018 2:47:24 PM","2017","854","0","854","0","539","0","215","0","0","0","100"
"IL1270150","Massac","Metropolis (PWS)","4/11/2018 2:42:28 PM","2017","3050","0","3050","915","0","458","305","0","0","0","1372"
"IL1435030","Peoria","Illinois American - Peoria (PWS)","4/11/2018 2:42:23 PM","2017","63020","7","63013","11687","28718","2","58","0","22540","0","15"
"IL1635030","St. Clair","Commonfields Of Cahokia PWD (PWS)","4/11/2018 2:39:13 PM","2017","4291","5","4286","0","172","639","640","0","1677","0","1163"
"IL1131050","McLean","Towanda (PWS)","4/11/2018 2:37:07 PM","2017","244","0","244","0","114","70","60","0","0","0","0"
"IL0310870","Cook","Flossmoor (PWS)","4/11/2018 2:28:24 PM","2017","3760","0","3760","69","0","3691","0","0","0","0","0"
"IL0430010","DuPage","York Township Water System (PWS)","4/11/2018 2:27:01 PM","2017","105","0","105","0","7","0","0","0","98","0","0"
"IL0970900","Lake","Libertyville (PWS)","4/11/2018 2:25:51 PM","2017","7459","0","7459","730","0","0","0","0","6729","0","0"
"IL1410450","Ogle","Polo (PWS)","4/11/2018 2:25:42 PM","2017","1077","0","1077","82","695","299","0","0","0","0","1"
"IL1570250","Randolph","Evansville-Wtp (PWS)","4/11/2018 2:24:58 PM","2017","441","0","441","0","377","0","1","0","63","0","0"
"IL1310250","Mercer","New Boston (PWS)","4/11/2018 2:21:03 PM","2017","294","0","294","0","2","260","0","0","12","0","20"
"IL1310150","Mercer","Keithsburg (PWS)","4/11/2018 2:17:35 PM","2017","270","0","270","0","10","250","0","0","0","0","10"
"IL1870100","Warren","Little York (PWS)","4/11/2018 2:15:57 PM","2017","175","0","175","0","0","0","0","0","175","0","0"
"IL0310960","Cook","Franklin Park (PWS)","4/11/2018 2:15:50 PM","2017","5835","0","5835","3308","0","0","0","0","2527","0","0"
"IL1310200","Mercer","Matherville (PWS)","4/11/2018 2:11:46 PM","2017","308","0","308","0","0","280","0","0","10","0","18"
"IL0730050","Henry","Alpha (PWS)","4/11/2018 2:10:40 PM","2017","364","0","364","0","168","0","1","0","162","0","33"
"IL1490050","Pike","Barry (PWS)","4/11/2018 2:10:24 PM","2017","720","0","720","24","103","0","121","0","273","0","199"
"IL1315300","Mercer","Unity Water Corporation (PWS)","4/11/2018 2:10:13 PM","2017","38","0","38","0","0","0","0","0","0","0","38"
"IL1310450","Mercer","Viola (PWS)","4/11/2018 2:09:09 PM","2017","436","0","436","0","0","380","1","0","45","0","10"
"IL0710400","Henderson","Stronghurst (PWS)","4/11/2018 1:45:32 PM","2017","396","0","396","0","156","0","0","0","235","0","5"
"IL2015400","Winnebago","Wildwood Utilities Company (PWS)","4/11/2018 1:31:08 PM","2017","196","0","196","0","0","0","0","0","196","0","0"
"IL2010070","Winnebago","Util Inc - Westlake Utilities Inc (PWS)","4/11/2018 1:30:42 PM","2017","530","0","530","0","0","0","0","0","530","0","0"
"IL2015150","Winnebago","Util Inc - Coventry Hills Utilities, Inc. (PWS)","4/11/2018 1:30:16 PM","2017","247","0","247","0","0","0","0","0","127","0","120"
"IL2015160","Winnebago","Util Inc - Coventry Creek Subdivision (PWS)","4/11/2018 1:29:30 PM","2017","107","0","107","0","0","0","0","0","50","0","57"
"IL0050020","Bond","Bond-Madison Water Company (PWS)","4/11/2018 1:26:15 PM","2017","2456","9","2447","0","0","0","0","0","24","0","2432"
"IL0855050","Jo Daviess","Util Inc - Galena Territory (PWS)","4/11/2018 1:23:44 PM","2017","2330","0","2330","0","0","0","0","0","230","0","2100"
"IL0295100","Coles","Clear Water Service Corp (PWS)","4/11/2018 1:17:42 PM","2017","2800","0","2800","0","0","0","0","0","0","0","2800"
"IL0290200","Coles","Lerna (PWS)","4/11/2018 1:17:19 PM","2017","130","0","130","0","0","0","0","0","0","0","130"
"IL1490100","Pike","Baylis (PWS)","4/11/2018 1:10:20 PM","2017","80","0","80","0","2","0","0","0","75","0","3"
"IL1990550","Williamson","Marion (PWS)","4/11/2018 1:01:01 PM","2017","9886","0","9886","1","9776","0","9","0","41","0","59"
"IL1970050","Will","Beecher (PWS)","4/11/2018 12:38:17 PM","2017","2287","0","2287","194","0","528","0","0","1555","0","10"
"IL1770250","Stephenson","German Valley (PWS)","4/11/2018 12:19:35 PM","2017","191","0","191","0","0","0","0","0","58","0","133"
"IL1410200","Ogle","Forreston (PWS)","4/11/2018 12:04:47 PM","2017","675","0","675","405","52","135","0","0","35","0","48"
"IL0550100","Franklin","Buckner (PWS)","4/11/2018 12:02:28 PM","2017","279","0","279","0","82","12","0","0","84","0","101"
"IL0935100","Kendall","Illinois American - Valley Marina (PWS)","4/11/2018 12:01:55 PM","2017","421","0","421","0","303","0","0","0","118","0","0"
"IL0435700","DuPage","Illinois American - Lombard Heights (PWS)","4/11/2018 12:01:27 PM","2017","261","0","261","0","261","0","0","0","0","0","0"
"IL0435650","DuPage","Illinois American - Liberty Ridge West (PWS)","4/11/2018 12:01:03 PM","2017","1265","0","1265","0","1200","0","0","0","65","0","0"
"IL1970100","Will","Illinois American - Homer Township (PWS)","4/11/2018 12:00:39 PM","2017","7741","0","7741","0","7661","0","0","0","80","0","0"
"IL0315030","Cook","Illinois American - Fernway (PWS)","4/11/2018 11:58:05 AM","2017","2024","0","2024","0","1567","0","0","0","457","0","0"
"IL0430552","DuPage","Illinois American - Dupage Utility (PWS)","4/11/2018 11:57:25 AM","2017","1064","0","1064","0","920","0","0","0","144","0","0"
"IL0435350","DuPage","Illinois American - Country Club (PWS)","4/11/2018 11:56:44 AM","2017","390","0","390","0","352","0","0","0","38","0","0"
"IL1975040","Will","Illinois American - Arbury (PWS)","4/11/2018 11:56:01 AM","2017","491","0","491","0","35","0","0","0","456","0","0"
"IL0735500","Henry","Rustic Acres Water Association (PWS)","4/11/2018 11:46:23 AM","2017","85","0","85","0","0","85","0","0","0","0","0"
"IL1615170","Rock Island","Cedar Brook Estates Subdivision (PWS)","4/11/2018 11:45:27 AM","2017","81","0","81","0","0","81","0","0","0","0","0"
"IL0735850","Henry","North Hazelwood Subdivision (PWS)","4/11/2018 11:44:25 AM","2017","47","0","47","0","0","47","0","0","0","0","0"
"IL0735280","Henry","Lynwood 3rd Addition (PWS)","4/11/2018 11:43:29 AM","2017","35","0","35","0","0","35","0","0","0","0","0"
"IL1615100","Rock Island","East Lawn Water Association (PWS)","4/11/2018 11:42:22 AM","2017","48","0","48","0","0","48","0","0","0","0","0"
"IL0310030","Cook","Alsip (PWS)","4/11/2018 11:41:32 AM","2017","5588","2","5586","0","4722","866","0","0","0","0","0"
"IL0735220","Henry","Hazelwood Heights Subdivision (PWS)","4/11/2018 11:41:17 AM","2017","85","0","85","0","0","85","0","0","0","0","0"
"IL0730080","Henry","Hickory Hills 2nd Addition Water Assn (PWS)","4/11/2018 11:40:07 AM","2017","31","0","31","0","0","31","0","0","0","0","0"
"IL1615310","Rock Island","Evergreen Village Subdivision (PWS)","4/11/2018 11:38:06 AM","2017","37","0","37","0","0","37","0","0","0","0","0"
"IL0971500","Lake","Round Lake (PWS)","4/11/2018 11:37:58 AM","2017","6392","0","6392","0","6392","0","0","0","0","0","0"
"IL1570450","Randolph","Red Bud (PWS)","4/11/2018 11:36:05 AM","2017","1861","0","1861","50","111","200","0","0","1000","0","500"
"IL0730070","Henry","Oakwood West Subdivision (PWS)","4/11/2018 11:34:18 AM","2017","14","14","0","0","0","14","0","0","0","0","0"
"IL0970850","Lake","Lake Zurich (PWS)","4/11/2018 11:33:18 AM","2017","6838","0","6838","36","2225","0","11","0","4566","0","0"
"IL0735450","Henry","Timber Brook Estates (PWS)","4/11/2018 11:32:00 AM","2017","35","35","0","0","0","0","0","0","35","0","0"
"IL0735120","Henry","Wolf Ridge Well Corporation (PWS)","4/11/2018 11:30:15 AM","2017","38","0","38","0","0","0","0","0","38","0","0"
"IL1617785","Rock Island","Oak Grove MHP - Rock Island County (PWS)","4/11/2018 11:29:20 AM","2017","57","0","57","0","0","57","0","0","0","0","0"
"IL1910100","Wayne","Fairfield (PWS)","4/11/2018 11:28:55 AM","2017","3005","5","3000","10","50","0","10","0","2920","0","15"
"IL1615728","Rock Island","Larson Court Apartments (PWS)","4/11/2018 11:28:29 AM","2017","24","0","24","0","0","0","0","0","0","0","24"
"IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)","4/11/2018 11:26:59 AM","2017","54","0","54","0","0","0","0","0","54","0","0"
"IL1615510","Rock Island","Hillcrest Court Subdivision (PWS)","4/11/2018 11:26:08 AM","2017","20","0","20","0","0","0","0","0","20","0","0"
"IL1615490","Rock Island","Hillcrest Court 2nd Addition (PWS)","4/11/2018 11:25:18 AM","2017","18","0","18","0","0","0","0","0","18","0","0"
"IL0410100","Douglas","Camargo (PWS)","4/11/2018 11:24:57 AM","2017","316","0","316","0","5","0","38","0","267","0","6"
"IL0735250","Henry","Hazelwood West Subdivision (PWS)","4/11/2018 11:24:22 AM","2017","23","0","23","0","0","0","0","0","23","0","0"
"IL0974080","Lake","Barrington (PWS)","4/11/2018 11:22:15 AM","2017","4500","0","4500","0","398","1418","0","0","2684","0","0"
"IL0735350","Henry","Hazelwood 4th Addition (PWS)","4/11/2018 11:22:01 AM","2017","44","0","44","0","0","0","0","0","44","0","0"
"IL0735600","Henry","Geneseo Hills Subdivision (PWS)","4/11/2018 11:20:47 AM","2017","150","0","150","0","0","0","0","0","150","0","0"
"IL1410500","Ogle","Rochelle (PWS)","4/11/2018 11:17:49 AM","2017","3675","0","3675","33","3642","0","0","0","0","0","0"
"IL0550300","Franklin","North City (PWS)","4/11/2018 11:10:45 AM","2017","435","0","435","0","435","0","0","0","0","0","0"
"IL1670450","Sangamon","Divernon (PWS)","4/11/2018 11:06:52 AM","2017","553","0","553","0","0","549","0","0","4","0","0"
"IL0495150","Effingham","Lake Sara Area Water Co-op, Inc. (PWS)","4/11/2018 11:04:25 AM","2017","1330","0","1330","0","46","0","0","0","776","0","508"
"IL1050100","Livingston","Chatsworth (PWS)","4/11/2018 10:51:53 AM","2017","600","0","600","15","50","0","50","0","485","0","0"
"IL0555030","Franklin","Royalton (PWS)","4/11/2018 10:39:11 AM","2017","689","2","687","0","689","0","0","0","0","0","0"
"IL1250200","Mason","Havana (PWS)","4/11/2018 10:24:17 AM","2017","1531","0","1531","1027","19","15","50","0","227","0","193"
"IL0930150","Kendall","Oswego (PWS)","4/11/2018 10:08:04 AM","2017","11233","0","11233","0","1234","0","0","0","9999","0","0"
"IL1430250","Peoria","Dunlap (PWS)","4/11/2018 10:06:06 AM","2017","590","0","590","0","0","0","0","0","559","0","31"
"IL0310690","Cook","Dolton (PWS)","4/11/2018 10:01:59 AM","2017","8938","0","8938","6188","400","1000","600","0","750","0","0"
"IL1430400","Peoria","Hanna City (PWS)","4/11/2018 9:56:52 AM","2017","612","0","612","0","0","437","0","0","0","0","175"
"IL1850200","Wabash","Mount Carmel (PWS)","4/11/2018 9:52:10 AM","2017","3246","0","3246","0","3246","0","0","0","0","0","0"
"IL0730300","Henry","Cambridge (PWS)","4/11/2018 9:41:23 AM","2017","898","0","898","195","180","0","1","0","503","0","19"
"IL1955040","Whiteside","Illinois American - Sterling (PWS)","4/11/2018 9:32:36 AM","2017","6441","0","6441","0","6441","0","0","0","0","0","0"
"IL2010450","Winnebago","Illinois American - South Beloit (PWS)","4/11/2018 9:28:44 AM","2017","2851","0","2851","23","2828","0","0","0","0","0","0"
"IL0311020","Cook","Glenview (PWS)","4/11/2018 9:10:51 AM","2017","16228","6","16222","4691","2871","5055","0","0","3611","0","0"
"IL0313300","Cook","Wilmette (PWS)","4/11/2018 9:09:39 AM","2017","8554","4","8550","485","6472","0","35","0","1562","0","0"
"IL0311080","Cook","Golf (PWS)","4/11/2018 9:02:51 AM","2017","176","0","176","119","11","36","0","0","10","0","0"
"IL0035100","Alexander","Central Alexander County PWD (PWS)","4/11/2018 8:55:02 AM","2017","700","0","700","0","0","0","0","0","10","0","690"
"IL0490100","Effingham","Beecher City (PWS)","4/11/2018 8:49:34 AM","2017","306","0","306","0","0","0","0","0","222","0","84"
"IL1410150","Ogle","Creston (PWS)","4/11/2018 8:34:22 AM","2017","218","0","218","0","218","0","0","0","0","0","0"
"IL2010460","Winnebago","South Bluff MHP (PWS)","4/11/2018 8:26:54 AM","2017","223","0","223","0","0","0","223","0","0","0","0"
"IL1890300","Washington","Nashville (PWS)","4/11/2018 8:19:35 AM","2017","1722","2","1720","0","1079","0","0","0","372","0","271"
"IL1390250","Moultrie","Lovington (PWS)","4/11/2018 7:52:07 AM","2017","507","1","506","196","22","0","0","0","252","0","37"
"IL0370600","DeKalb","Waterman (PWS)","4/11/2018 7:46:01 AM","2017","530","0","530","0","0","0","20","0","510","0","0"
"IL0991050","LaSalle","Seneca (PWS)","4/11/2018 7:37:38 AM","2017","898","0","898","0","0","0","0","0","898","0","0"
"IL0914780","Kankakee","Reddick (PWS)","4/11/2018 7:36:14 AM","2017","96","0","96","0","0","0","0","0","90","0","6"
"IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)","4/11/2018 7:34:42 AM","2017","24","0","24","0","0","0","0","0","24","0","0"
"IL0995225","LaSalle","Dattis MHP (PWS)","4/11/2018 7:31:40 AM","2017","50","0","50","0","0","0","0","0","0","0","50"
"IL0312540","Cook","Grandbrier of Prospect Heights (PWS)","4/11/2018 7:30:26 AM","2017","1","0","1","0","0","0","0","0","0","0","1"
"IL1790200","Tazewell","East Peoria (PWS)","4/11/2018 7:16:47 AM","2017","7661","0","7661","250","0","0","0","0","7225","0","186"
"IL0750650","Iroquois","Milford (PWS)","4/11/2018 5:32:58 AM","2017","634","0","634","19","615","0","0","0","0","0","0"
"IL1770500","Stephenson","Rock City (PWS)","4/11/2018 5:32:19 AM","2017","164","0","164","0","24","0","20","0","120","0","0"
"IL0314030","Cook","Arlington Heights (PWS)","4/11/2018 5:02:09 AM","2017","23411","0","23411","6732","0","16679","0","0","0","0","0"
"IL0570950","Fulton","Vermont (PWS)","4/11/2018 4:46:59 AM","2017","299","0","299","6","293","0","0","0","0","0","0"
"IL0630450","Grundy","Kinsman (PWS)","4/10/2018 8:45:32 PM","2017","54","0","54","0","21","0","0","0","33","0","0"
"IL0635125","Grundy","Bookwalter Woods MHP (PWS)","4/10/2018 8:42:55 PM","2017","167","0","167","0","0","0","0","0","0","0","167"
"IL1050400","Livingston","Flanagan (PWS)","4/10/2018 7:28:19 PM","2017","520","0","520","15","65","15","200","0","75","0","150"
"IL0210200","Christian","Jeisyville (PWS)","4/10/2018 7:02:51 PM","2017","63","0","63","0","63","0","0","0","0","0","0"
"IL0990550","LaSalle","Mendota (PWS)","4/10/2018 6:41:07 PM","2017","2871","0","2871","4","2867","0","0","0","0","0","0"
"IL1675350","Sangamon","Curran-Gardner Township PWD (PWS)","4/10/2018 6:15:58 PM","2017","2475","0","2475","0","2445","0","0","0","0","0","30"
"IL1670160","Sangamon","Ridge Village MHP (PWS)","4/10/2018 5:22:43 PM","2017","51","0","51","0","51","0","0","0","0","0","0"
"IL1670210","Sangamon","Westwood Place (PWS)","4/10/2018 5:11:24 PM","2017","76","0","76","0","76","0","0","0","0","0","0"
"IL1670190","Sangamon","Westwood (PWS)","4/10/2018 5:10:45 PM","2017","22","0","22","0","22","0","0","0","0","0","0"
"IL1670110","Sangamon","Park Ridge MHC (pws)","4/10/2018 5:09:57 PM","2017","100","0","100","0","0","100","0","0","0","0","0"
"IL1670060","Sangamon","Oakwood Estates (PWS)","4/10/2018 5:08:44 PM","2017","249","0","249","0","249","0","0","0","0","0","0"
"IL1670170","Sangamon","Milton Manor MHP (PWS)","4/10/2018 5:07:53 PM","2017","77","0","77","0","77","0","0","0","0","0","0"
"IL1670180","Sangamon","Linden Manor MHP (PWS)","4/10/2018 5:07:06 PM","2017","42","0","42","0","42","0","0","0","0","0","0"
"IL1670220","Sangamon","Gaslite Court MHC (PWS)","4/10/2018 5:06:23 PM","2017","57","0","57","0","57","0","0","0","0","0","0"
"IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","4/10/2018 5:05:33 PM","2017","51","0","51","0","51","0","0","0","0","0","0"
"IL1670240","Sangamon","Deerwood Estates (PWS)","4/10/2018 5:04:45 PM","2017","90","0","90","0","90","0","0","0","0","0","0"
"IL1790450","Tazewell","Minier (PWS)","4/10/2018 4:47:14 PM","2017","617","0","617","0","0","0","93","0","370","0","154"
"IL0310390","Cook","Calumet City (PWS)","4/10/2018 4:16:19 PM","2017","9682","3","9679","4360","1499","3009","812","0","0","0","2"
"IL1370040","Morgan","Apple Creek Water Coop (PWS)","4/10/2018 3:34:27 PM","2017","365","0","365","0","20","0","0","0","0","0","345"
"IL1290050","Menard","Athens (PWS)","4/10/2018 3:17:46 PM","2017","1787","1","1786","0","0","170","135","0","1382","0","100"
"IL0210550","Christian","Stonington (PWS)","4/10/2018 3:07:28 PM","2017","446","1","445","0","0","0","0","0","420","0","26"
"IL1730350","Shelby","Sigel (PWS)","4/10/2018 3:01:47 PM","2017","183","0","183","0","177","0","1","0","2","0","3"
"IL0311170","Cook","Hazel Crest (PWS)","4/10/2018 3:01:31 PM","2017","5449","0","5449","308","1175","3966","0","0","0","0","0"
"IL0210650","Christian","Tovey (PWS)","4/10/2018 2:54:49 PM","2017","205","0","205","0","0","0","0","0","182","0","23"
"IL0210030","Christian","Sharpsburg and Neighboring Area Water System (PWS)","4/10/2018 2:52:05 PM","2017","234","0","234","0","0","0","0","0","0","0","234"
"IL1950550","Whiteside","Tampico (PWS)","4/10/2018 2:50:56 PM","2017","345","0","345","40","0","0","200","0","90","0","15"
"IL1290100","Menard","Greenview (PWS)","4/10/2018 2:46:28 PM","2017","372","0","372","10","50","90","85","0","5","0","132"
"IL0370250","DeKalb","Kingston (PWS)","4/10/2018 2:39:35 PM","2017","325","0","325","0","87","0","3","0","235","0","0"
"IL0890850","Kane","Sugar Grove (PWS)","4/10/2018 2:37:24 PM","2017","4229","0","4229","0","0","1402","0","0","2825","0","2"
"IL0310290","Cook","Illinois American - Lake Water Company (PWS)","4/10/2018 2:36:57 PM","2017","4","1","3","0","4","0","0","0","0","0","0"
"IL1974151","Will","Illinois American - West Suburban (PWS)","4/10/2018 2:36:06 PM","2017","23216","1","23215","0","23216","0","0","0","0","0","0"
"IL1974151","Will","Illinois American - West Suburban (PWS)","4/10/2018 2:36:06 PM","2017","23216","1","23215","0","23216","0","0","0","0","0","0"
"IL0317550","Cook","Illinois American - Waycinden (PWS)","4/10/2018 2:35:06 PM","2017","719","0","719","0","719","0","0","0","0","0","0"
"IL0437350","DuPage","Illinois American - Valley View (PWS)","4/10/2018 2:34:33 PM","2017","2578","0","2578","0","2578","0","0","0","0","0","0"
"IL1110080","McHenry","Illinois American - Terra Cotta (PWS)","4/10/2018 2:33:50 PM","2017","256","0","256","0","256","0","0","0","0","0","0"
"IL0895150","Kane","Illinois American - Rollins (PWS)","4/10/2018 2:33:14 PM","2017","90","0","90","0","0","0","0","0","90","0","0"
"IL0895600","Kane","Illinois American - River Grange (PWS)","4/10/2018 2:32:38 PM","2017","24","0","24","0","0","0","0","0","24","0","0"
"IL0635100","Grundy","Illinois American - Ridgecrest (PWS)","4/10/2018 2:32:08 PM","2017","78","0","78","0","0","0","0","0","78","0","0"
"IL0630040","Grundy","Illinois American - Nettle Creek (PWS)","4/10/2018 2:31:31 PM","2017","105","0","105","0","105","0","0","0","0","0","0"
"IL0315910","Cook","Illinois American - Moreland (PWS)","4/10/2018 2:30:33 PM","2017","173","0","173","171","1","0","0","0","1","0","0"
"IL0317050","Cook","Illinois American - Midwest Palos (PWS)","4/10/2018 2:29:46 PM","2017","51","0","51","0","51","0","0","0","0","0","0"
"IL0437500","DuPage","Illinois American - Liberty Ridge East (PWS)","4/10/2018 2:29:15 PM","2017","122","0","122","0","122","0","0","0","0","0","0"
"IL0935200","Kendall","Illinois American - Hollis (PWS)","4/10/2018 2:26:59 PM","2017","42","0","42","0","42","0","0","0","0","0","0"
"IL0315150","Cook","Illinois American - Chicago Suburban (PWS)","4/10/2018 2:26:23 PM","2017","4352","0","4352","0","4352","0","0","0","0","0","0"
"IL1975210","Will","Illinois American - Central States Dst (PWS)","4/10/2018 2:25:56 PM","2017","45","0","45","0","45","0","0","0","0","0","0"
"IL0435150","DuPage","Illinois American - Arrowhead (PWS)","4/10/2018 2:24:33 PM","2017","607","0","607","0","607","0","0","0","0","0","0"
"IL1970030","Will","Illinois American - Alpine Heights (PWS)","4/10/2018 2:23:34 PM","2017","269","0","269","0","269","0","0","0","0","0","0"
"IL1790350","Tazewell","Mackinaw (PWS)","4/10/2018 2:20:16 PM","2017","1337","0","1337","25","0","0","84","0","435","0","793"
"IL0313000","Cook","Stickney (PWS)","4/10/2018 1:40:05 PM","2017","1897","0","1897","1835","0","10","20","0","31","0","1"
"IL0311350","Cook","Homewood (PWS)","4/10/2018 1:23:18 PM","2017","6765","1","6764","2550","2558","1374","283","0","0","0","0"
"IL0330050","Crawford","Flat Rock (PWS)","4/10/2018 1:19:02 PM","2017","187","0","187","0","0","0","0","0","187","0","0"
"IL1130350","McLean","Colfax (PWS)","4/10/2018 12:53:46 PM","2017","489","0","489","0","0","0","0","0","489","0","0"
"IL0970950","Lake","Lincolnshire (PWS)","4/10/2018 12:49:05 PM","2017","2453","0","2453","0","226","0","0","0","2224","0","3"
"IL0970260","Lake","Round Lake Heights (PWS)","4/10/2018 12:46:54 PM","2017","772","0","772","31","63","0","0","0","678","0","0"
"IL1350010","Montgomery","Henderson PWD (PWS)","4/10/2018 12:36:23 PM","2017","736","2","734","0","0","0","0","0","0","0","736"
"IL1090200","McDonough","Colchester (PWS)","4/10/2018 12:35:46 PM","2017","775","0","775","0","665","0","0","0","58","0","52"
"IL0970190","Lake","Beach Park (PWS)","4/10/2018 12:34:58 PM","2017","2735","0","2735","0","0","0","0","0","2550","0","185"
"IL1895500","Washington","Hoyleton-New Minden (PWS)","4/10/2018 12:14:41 PM","2017","14","0","14","0","9","1","0","0","2","0","2"
"IL1890200","Washington","Hoyleton (PWS)","4/10/2018 12:03:56 PM","2017","231","0","231","0","128","21","2","0","21","0","59"
"IL0050050","Bond","Greenville-Wtp (PWS)","4/10/2018 12:01:54 PM","2017","2623","6","2617","0","538","0","488","0","930","0","667"
"IL1490650","Pike","Pearl (PWS)","4/10/2018 11:43:40 AM","2017","64","0","64","0","0","64","0","0","0","0","0"
"IL0830010","Jersey","New Piasa Chautauqua (PWS)","4/10/2018 11:41:47 AM","2017","134","0","134","0","0","134","0","0","0","0","0"
