GEOID,NAME,total,total_hispanic,total_hispanic_perc,mexican,mexican_perc,PR,PR_perc,cuban,cuban_perc,hispanic_other,hispanic_other_perc,total_nothisp,total_nothisp_perc,white,white_perc,black,black_perc,native,native_perc,asian,asian_perc,PI,PI_perc
1600000US1732616,"Hanaford village, Illinois",395,10,2.5,10,2.5,0,0,0,0,0,0,385,97.5,371,93.9,0,0,0,0,0,0,0,0
1600000US1732668,"Hanna City village, Illinois",1268,64,5,11,0.9,0,0,0,0,53,4.2,1204,95,1168,92.1,12,0.9,0,0,11,0.9,0,0
1600000US1732707,"Hanover village, Illinois",645,11,1.7,11,1.7,0,0,0,0,0,0,634,98.3,563,87.3,16,2.5,33,5.1,4,0.6,0,0
1600000US1732746,"Hanover Park village, Illinois",38275,15277,39.9,13449,35.1,990,2.6,19,0,819,2.1,22998,60.1,13419,35.1,2421,6.3,15,0,5799,15.2,33,0.1
1600000US1732850,"Hardin village, Illinois",759,41,5.4,41,5.4,0,0,0,0,0,0,718,94.6,700,92.2,15,2,0,0,0,0,0,0
1600000US1732967,"Harmon village, Illinois",127,1,0.8,1,0.8,0,0,0,0,0,0,126,99.2,126,99.2,0,0,0,0,0,0,0,0
1600000US1733136,"Harrisburg city, Illinois",8958,127,1.4,95,1.1,5,0.1,0,0,27,0.3,8831,98.6,7958,88.8,312,3.5,0,0,142,1.6,47,0.5
1600000US1733162,"Harrison CDP, Illinois",766,6,0.8,0,0,0,0,0,0,6,0.8,760,99.2,749,97.8,0,0,0,0,0,0,0,0
1600000US1733227,"Harristown village, Illinois",1143,10,0.9,0,0,6,0.5,0,0,4,0.3,1133,99.1,1092,95.5,12,1,0,0,8,0.7,0,0
1600000US1733279,"Hartford village, Illinois",1688,5,0.3,1,0.1,4,0.2,0,0,0,0,1683,99.7,1674,99.2,0,0,0,0,0,0,0,0
1600000US1733318,"Hartsburg village, Illinois",299,2,0.7,2,0.7,0,0,0,0,0,0,297,99.3,291,97.3,0,0,0,0,0,0,0,0
1600000US1733331,"Harvard city, Illinois",9292,4629,49.8,4249,45.7,141,1.5,0,0,239,2.6,4663,50.2,4534,48.8,26,0.3,12,0.1,10,0.1,13,0.1
1600000US1733357,"Harvel village, Illinois",235,10,4.3,10,4.3,0,0,0,0,0,0,225,95.7,219,93.2,0,0,1,0.4,0,0,0,0
1600000US1733383,"Harvey city, Illinois",24599,5631,22.9,5406,22,81,0.3,0,0,144,0.6,18968,77.1,908,3.7,17209,70,14,0.1,465,1.9,0,0
1600000US1733435,"Harwood Heights village, Illinois",8552,1171,13.7,634,7.4,312,3.6,24,0.3,201,2.4,7381,86.3,6294,73.6,47,0.5,0,0,1022,12,0,0
1600000US1733513,"Havana city, Illinois",3232,20,0.6,19,0.6,0,0,0,0,1,0,3212,99.4,3145,97.3,18,0.6,0,0,11,0.3,0,0
1600000US1733630,"Hawthorn Woods village, Illinois",8047,234,2.9,50,0.6,0,0,0,0,184,2.3,7813,97.1,6860,85.2,129,1.6,2,0,772,9.6,0,0
1600000US1733695,"Hazel Crest village, Illinois",13729,529,3.9,398,2.9,111,0.8,11,0.1,9,0.1,13200,96.1,1121,8.2,11956,87.1,50,0.4,17,0.1,0,0
1600000US1733851,"Hebron village, Illinois",1384,251,18.1,241,17.4,0,0,0,0,10,0.7,1133,81.9,1071,77.4,19,1.4,0,0,0,0,0,0
1600000US1733877,"Hecker village, Illinois",537,0,0,0,0,0,0,0,0,0,0,537,100,535,99.6,0,0,0,0,2,0.4,0,0
1600000US1734007,"Henderson village, Illinois",250,12,4.8,10,4,0,0,0,0,2,0.8,238,95.2,233,93.2,5,2,0,0,0,0,0,0
1600000US1734098,"Hennepin village, Illinois",792,38,4.8,38,4.8,0,0,0,0,0,0,754,95.2,726,91.7,2,0.3,0,0,3,0.4,0,0
1600000US1734137,"Henning village, Illinois",246,0,0,0,0,0,0,0,0,0,0,246,100,246,100,0,0,0,0,0,0,0,0
1600000US1734163,"Henry city, Illinois",2478,7,0.3,7,0.3,0,0,0,0,0,0,2471,99.7,2419,97.6,0,0,0,0,10,0.4,0,0
1600000US1734272,"Heritage Lake CDP, Illinois",1514,50,3.3,23,1.5,27,1.8,0,0,0,0,1464,96.7,1464,96.7,0,0,0,0,0,0,0,0
1600000US1734332,"Herrick village, Illinois",361,0,0,0,0,0,0,0,0,0,0,361,100,361,100,0,0,0,0,0,0,0,0
1600000US1734358,"Herrin city, Illinois",12869,257,2,225,1.7,29,0.2,0,0,3,0,12612,98,11725,91.1,266,2.1,14,0.1,417,3.2,0,0
1600000US1734384,"Herscher village, Illinois",1471,30,2,15,1,0,0,0,0,15,1,1441,98,1389,94.4,9,0.6,0,0,5,0.3,0,0
1600000US1734423,"Hettick village, Illinois",131,0,0,0,0,0,0,0,0,0,0,131,100,129,98.5,0,0,0,0,0,0,0,0
1600000US1734449,"Heyworth village, Illinois",3164,103,3.3,62,2,16,0.5,10,0.3,15,0.5,3061,96.7,2964,93.7,20,0.6,0,0,6,0.2,0,0
1600000US1734514,"Hickory Hills city, Illinois",14018,2515,17.9,1968,14,90,0.6,0,0,457,3.3,11503,82.1,10845,77.4,436,3.1,23,0.2,87,0.6,10,0.1
1600000US1734553,"Hidalgo village, Illinois",120,0,0,0,0,0,0,0,0,0,0,120,100,120,100,0,0,0,0,0,0,0,0
1600000US1734670,"Highland city, Illinois",10020,350,3.5,249,2.5,66,0.7,0,0,35,0.3,9670,96.5,9128,91.1,198,2,0,0,294,2.9,0,0
1600000US1734722,"Highland Park city, Illinois",29731,2178,7.3,1541,5.2,186,0.6,54,0.2,397,1.3,27553,92.7,25883,87.1,420,1.4,27,0.1,702,2.4,0,0
1600000US1734865,"Highwood city, Illinois",5361,2570,47.9,2318,43.2,11,0.2,31,0.6,210,3.9,2791,52.1,2446,45.6,169,3.2,0,0,139,2.6,0,0
1600000US1734982,"Hillcrest village, Illinois",1265,387,30.6,372,29.4,0,0,0,0,15,1.2,878,69.4,860,68,0,0,0,0,0,0,0,0
1600000US1735047,"Hillsboro city, Illinois",6840,254,3.7,111,1.6,88,1.3,5,0.1,50,0.7,6586,96.3,5231,76.5,1206,17.6,17,0.2,0,0,0,0
1600000US1735073,"Hillsdale village, Illinois",538,21,3.9,21,3.9,0,0,0,0,0,0,517,96.1,494,91.8,5,0.9,0,0,0,0,0,0
1600000US1735086,"Hillside village, Illinois",8096,2548,31.5,2037,25.2,417,5.2,0,0,94,1.2,5548,68.5,1727,21.3,3651,45.1,0,0,42,0.5,0,0
1600000US1735203,"Hillview village, Illinois",155,6,3.9,6,3.9,0,0,0,0,0,0,149,96.1,149,96.1,0,0,0,0,0,0,0,0
1600000US1735268,"Hinckley village, Illinois",2083,156,7.5,131,6.3,6,0.3,0,0,19,0.9,1927,92.5,1894,90.9,4,0.2,0,0,16,0.8,0,0
1600000US1735281,"Hindsboro village, Illinois",434,28,6.5,28,6.5,0,0,0,0,0,0,406,93.5,393,90.6,7,1.6,0,0,2,0.5,0,0
1600000US1735307,"Hinsdale village, Illinois",17654,786,4.5,273,1.5,217,1.2,72,0.4,224,1.3,16868,95.5,14316,81.1,208,1.2,0,0,1993,11.3,0,0
1600000US1735385,"Hodgkins village, Illinois",1967,998,50.7,934,47.5,18,0.9,30,1.5,16,0.8,969,49.3,916,46.6,25,1.3,0,0,20,1,0,0
1600000US1735398,"Hoffman village, Illinois",464,4,0.9,0,0,4,0.9,0,0,0,0,460,99.1,441,95,0,0,0,0,0,0,0,0
1600000US1735411,"Hoffman Estates village, Illinois",51282,8488,16.6,6270,12.2,899,1.8,19,0,1300,2.5,42794,83.4,25698,50.1,2368,4.6,86,0.2,13302,25.9,12,0
1600000US1735515,"Holiday Hills village, Illinois",740,45,6.1,45,6.1,0,0,0,0,0,0,695,93.9,649,87.7,0,0,0,0,27,3.6,0,0
1600000US1735541,"Holiday Shores CDP, Illinois",2613,0,0,0,0,0,0,0,0,0,0,2613,100,2525,96.6,13,0.5,0,0,0,0,0,0
1600000US1735671,"Hollowayville village, Illinois",61,0,0,0,0,0,0,0,0,0,0,61,100,61,100,0,0,0,0,0,0,0,0
1600000US1735814,"Homer village, Illinois",1266,5,0.4,5,0.4,0,0,0,0,0,0,1261,99.6,1259,99.4,0,0,2,0.2,0,0,0,0
1600000US1735835,"Homer Glen village, Illinois",24467,1630,6.7,1354,5.5,204,0.8,29,0.1,43,0.2,22837,93.3,21926,89.6,133,0.5,42,0.2,547,2.2,0,0
1600000US1735866,"Hometown city, Illinois",4308,699,16.2,682,15.8,17,0.4,0,0,0,0,3609,83.8,3418,79.3,53,1.2,0,0,7,0.2,0,0
1600000US1735879,"Homewood village, Illinois",19592,1092,5.6,947,4.8,20,0.1,0,0,125,0.6,18500,94.4,9308,47.5,8241,42.1,0,0,412,2.1,0,0
1600000US1736061,"Hoopeston city, Illinois",5229,848,16.2,787,15.1,61,1.2,0,0,0,0,4381,83.8,4068,77.8,133,2.5,40,0.8,140,2.7,0,0
1600000US1736074,"Hooppole village, Illinois",236,0,0,0,0,0,0,0,0,0,0,236,100,236,100,0,0,0,0,0,0,0,0
1600000US1736126,"Hopedale village, Illinois",911,6,0.7,0,0,2,0.2,0,0,4,0.4,905,99.3,895,98.2,2,0.2,0,0,0,0,0,0
1600000US1736150,"Hopewell village, Illinois",424,2,0.5,0,0,0,0,0,0,2,0.5,422,99.5,421,99.3,0,0,0,0,1,0.2,0,0
1600000US1736190,"Hopkins Park village, Illinois",426,13,3.1,10,2.3,3,0.7,0,0,0,0,413,96.9,13,3.1,372,87.3,0,0,0,0,0,0
1600000US1736347,"Hoyleton village, Illinois",598,31,5.2,13,2.2,18,3,0,0,0,0,567,94.8,507,84.8,18,3,0,0,4,0.7,5,0.8
1600000US1736438,"Hudson village, Illinois",2073,11,0.5,0,0,4,0.2,0,0,7,0.3,2062,99.5,2010,97,10,0.5,0,0,8,0.4,0,0
1600000US1736477,"Huey village, Illinois",211,0,0,0,0,0,0,0,0,0,0,211,100,211,100,0,0,0,0,0,0,0,0
1600000US1736516,"Hull village, Illinois",510,24,4.7,18,3.5,6,1.2,0,0,0,0,486,95.3,461,90.4,12,2.4,0,0,6,1.2,0,0
1600000US1736542,"Humboldt village, Illinois",500,33,6.6,33,6.6,0,0,0,0,0,0,467,93.4,461,92.2,3,0.6,0,0,0,0,0,0
1600000US1736568,"Hume village, Illinois",357,15,4.2,15,4.2,0,0,0,0,0,0,342,95.8,339,95,3,0.8,0,0,0,0,0,0
1600000US1736750,"Huntley village, Illinois",26486,3085,11.6,1372,5.2,891,3.4,188,0.7,634,2.4,23401,88.4,20888,78.9,563,2.1,0,0,1598,6,0,0
1600000US1736815,"Hurst city, Illinois",846,7,0.8,7,0.8,0,0,0,0,0,0,839,99.2,784,92.7,10,1.2,0,0,2,0.2,0,0
1600000US1736841,"Hutsonville village, Illinois",503,2,0.4,2,0.4,0,0,0,0,0,0,501,99.6,495,98.4,0,0,0,0,0,0,0,0
1600000US1737127,"Illiopolis village, Illinois",890,22,2.5,17,1.9,0,0,0,0,5,0.6,868,97.5,846,95.1,0,0,0,0,0,0,0,0
1600000US1737179,"Ina village, Illinois",2495,272,10.9,208,8.3,45,1.8,0,0,19,0.8,2223,89.1,1342,53.8,847,33.9,8,0.3,0,0,0,0
1600000US1737218,"Indian Creek village, Illinois",596,45,7.6,40,6.7,0,0,0,0,5,0.8,551,92.4,389,65.3,24,4,0,0,128,21.5,0,0
1600000US1737257,"Indian Head Park village, Illinois",3812,285,7.5,89,2.3,0,0,0,0,196,5.1,3527,92.5,3284,86.1,39,1,0,0,111,2.9,0,0
1600000US1737348,"Indianola village, Illinois",290,2,0.7,2,0.7,0,0,0,0,0,0,288,99.3,278,95.9,2,0.7,0,0,0,0,0,0
1600000US1737439,"Industry village, Illinois",392,8,2,8,2,0,0,0,0,0,0,384,98,376,95.9,0,0,1,0.3,0,0,0,0
1600000US1737465,"Ingalls Park CDP, Illinois",3200,1086,33.9,1038,32.4,27,0.8,0,0,21,0.7,2114,66.1,1588,49.6,321,10,8,0.3,14,0.4,0,0
1600000US1737608,"Inverness village, Illinois",7747,65,0.8,42,0.5,2,0,0,0,21,0.3,7682,99.2,6262,80.8,50,0.6,0,0,1151,14.9,0,0
1600000US1737621,"Iola village, Illinois",138,4,2.9,4,2.9,0,0,0,0,0,0,134,97.1,133,96.4,0,0,1,0.7,0,0,0,0
1600000US1737647,"Ipava village, Illinois",491,0,0,0,0,0,0,0,0,0,0,491,100,469,95.5,0,0,0,0,12,2.4,0,0
1600000US1737712,"Iroquois village, Illinois",177,0,0,0,0,0,0,0,0,0,0,177,100,164,92.7,9,5.1,0,0,1,0.6,0,0
1600000US1737738,"Irving village, Illinois",326,5,1.5,5,1.5,0,0,0,0,0,0,321,98.5,320,98.2,1,0.3,0,0,0,0,0,0
1600000US1737777,"Irvington village, Illinois",749,4,0.5,4,0.5,0,0,0,0,0,0,745,99.5,718,95.9,7,0.9,18,2.4,0,0,0,0
1600000US1737803,"Irwin village, Illinois",53,7,13.2,0,0,0,0,0,0,7,13.2,46,86.8,46,86.8,0,0,0,0,0,0,0,0
1600000US1737894,"Island Lake village, Illinois",8056,1150,14.3,981,12.2,144,1.8,0,0,25,0.3,6906,85.7,6685,83,30,0.4,0,0,101,1.3,0,0
1600000US1737907,"Itasca village, Illinois",9042,1179,13,733,8.1,246,2.7,158,1.7,42,0.5,7863,87,7038,77.8,201,2.2,7,0.1,469,5.2,0,0
1600000US1737933,"Iuka village, Illinois",517,7,1.4,7,1.4,0,0,0,0,0,0,510,98.6,486,94,5,1,0,0,14,2.7,0,0
1600000US1737998,"Ivesdale village, Illinois",232,0,0,0,0,0,0,0,0,0,0,232,100,232,100,0,0,0,0,0,0,0,0
1600000US1738115,"Jacksonville city, Illinois",18914,733,3.9,528,2.8,114,0.6,10,0.1,81,0.4,18181,96.1,15410,81.5,2153,11.4,51,0.3,151,0.8,1,0
1600000US1738323,"Jeffersonville village, Illinois",427,0,0,0,0,0,0,0,0,0,0,427,100,408,95.6,19,4.4,0,0,0,0,0,0
1600000US1738349,"Jeisyville village, Illinois",72,0,0,0,0,0,0,0,0,0,0,72,100,70,97.2,0,0,0,0,0,0,0,0
1600000US1738375,"Jerome village, Illinois",1883,87,4.6,65,3.5,11,0.6,0,0,11,0.6,1796,95.4,1451,77.1,201,10.7,0,0,41,2.2,0,0
1600000US1738414,"Jerseyville city, Illinois",8127,164,2,61,0.8,103,1.3,0,0,0,0,7963,98,7718,95,11,0.1,0,0,36,0.4,0,0
1600000US1738427,"Jewett village, Illinois",288,0,0,0,0,0,0,0,0,0,0,288,100,273,94.8,0,0,0,0,0,0,0,0
1600000US1738479,"Johnsburg village, Illinois",6333,247,3.9,206,3.3,41,0.6,0,0,0,0,6086,96.1,5695,89.9,51,0.8,0,0,151,2.4,0,0
1600000US1738531,"Johnsonville village, Illinois",69,0,0,0,0,0,0,0,0,0,0,69,100,67,97.1,0,0,0,0,0,0,0,0
1600000US1738544,"Johnston City city, Illinois",3485,36,1,36,1,0,0,0,0,0,0,3449,99,3394,97.4,2,0.1,24,0.7,29,0.8,0,0
1600000US1738570,"Joliet city, Illinois",147957,43868,29.6,38580,26.1,2217,1.5,167,0.1,2904,2,104089,70.4,72674,49.1,24713,16.7,99,0.1,3175,2.1,0,0
1600000US1738635,"Jonesboro city, Illinois",1935,52,2.7,52,2.7,0,0,0,0,0,0,1883,97.3,1852,95.7,15,0.8,3,0.2,8,0.4,0,0
1600000US1738674,"Joppa village, Illinois",313,0,0,0,0,0,0,0,0,0,0,313,100,279,89.1,23,7.3,0,0,0,0,0,0
1600000US1738739,"Joy village, Illinois",390,18,4.6,16,4.1,0,0,0,0,2,0.5,372,95.4,369,94.6,0,0,1,0.3,0,0,0,0
1600000US1738778,"Junction village, Illinois",114,18,15.8,18,15.8,0,0,0,0,0,0,96,84.2,95,83.3,0,0,0,0,0,0,0,0
1600000US1738791,"Junction City village, Illinois",539,8,1.5,4,0.7,0,0,4,0.7,0,0,531,98.5,487,90.4,7,1.3,9,1.7,1,0.2,0,0
1600000US1738830,"Justice village, Illinois",12919,2148,16.6,1632,12.6,308,2.4,0,0,208,1.6,10771,83.4,7887,61,2424,18.8,0,0,269,2.1,0,0
1600000US1738856,"Kampsville village, Illinois",372,8,2.2,8,2.2,0,0,0,0,0,0,364,97.8,361,97,2,0.5,1,0.3,0,0,0,0
1600000US1738869,"Kane village, Illinois",285,0,0,0,0,0,0,0,0,0,0,285,100,281,98.6,0,0,0,0,0,0,0,0
1600000US1738895,"Kaneville village, Illinois",375,12,3.2,11,2.9,0,0,0,0,1,0.3,363,96.8,355,94.7,6,1.6,0,0,0,0,0,0
1600000US1738921,"Kangley village, Illinois",220,3,1.4,3,1.4,0,0,0,0,0,0,217,98.6,212,96.4,0,0,0,0,0,0,0,0
1600000US1738934,"Kankakee city, Illinois",25884,4337,16.8,4055,15.7,145,0.6,5,0,132,0.5,21547,83.2,10071,38.9,10730,41.5,127,0.5,292,1.1,0,0
1600000US1738986,"Kansas village, Illinois",627,5,0.8,5,0.8,0,0,0,0,0,0,622,99.2,622,99.2,0,0,0,0,0,0,0,0
1600000US1739038,"Kappa village, Illinois",245,13,5.3,1,0.4,0,0,0,0,12,4.9,232,94.7,224,91.4,0,0,2,0.8,0,0,0,0
1600000US1739077,"Karnak village, Illinois",462,11,2.4,11,2.4,0,0,0,0,0,0,451,97.6,432,93.5,16,3.5,0,0,0,0,0,0
1600000US1739129,"Kaskaskia village, Illinois",10,0,0,0,0,0,0,0,0,0,0,10,100,10,100,0,0,0,0,0,0,0,0
1600000US1739233,"Keenes village, Illinois",67,0,0,0,0,0,0,0,0,0,0,67,100,67,100,0,0,0,0,0,0,0,0
1600000US1739259,"Keensburg village, Illinois",74,0,0,0,0,0,0,0,0,0,0,74,100,72,97.3,0,0,1,1.4,0,0,0,0
1600000US1739298,"Keithsburg city, Illinois",619,0,0,0,0,0,0,0,0,0,0,619,100,605,97.7,0,0,1,0.2,5,0.8,0,0
1600000US1739324,"Kell village, Illinois",174,6,3.4,6,3.4,0,0,0,0,0,0,168,96.6,168,96.6,0,0,0,0,0,0,0,0
1600000US1739441,"Kempton village, Illinois",231,1,0.4,0,0,0,0,0,0,1,0.4,230,99.6,224,97,0,0,6,2.6,0,0,0,0
1600000US1739519,"Kenilworth village, Illinois",2512,71,2.8,27,1.1,0,0,12,0.5,32,1.3,2441,97.2,2272,90.4,17,0.7,0,0,128,5.1,0,0
1600000US1739532,"Kenney village, Illinois",338,0,0,0,0,0,0,0,0,0,0,338,100,337,99.7,0,0,0,0,0,0,0,0
1600000US1739727,"Kewanee city, Illinois",12570,1349,10.7,1239,9.9,43,0.3,0,0,67,0.5,11221,89.3,10256,81.6,619,4.9,15,0.1,156,1.2,0,0
1600000US1739753,"Keyesport village, Illinois",399,0,0,0,0,0,0,0,0,0,0,399,100,398,99.7,1,0.3,0,0,0,0,0,0
1600000US1739857,"Kilbourne village, Illinois",322,0,0,0,0,0,0,0,0,0,0,322,100,304,94.4,0,0,7,2.2,0,0,0,0
1600000US1739883,"Kildeer village, Illinois",4014,187,4.7,150,3.7,0,0,0,0,37,0.9,3827,95.3,3248,80.9,10,0.2,0,0,439,10.9,0,0
1600000US1739909,"Kincaid village, Illinois",1596,64,4,64,4,0,0,0,0,0,0,1532,96,1527,95.7,0,0,2,0.1,0,0,0,0
1600000US1739922,"Kinderhook village, Illinois",292,0,0,0,0,0,0,0,0,0,0,292,100,290,99.3,0,0,0,0,0,0,0,0
1600000US1740065,"Kingston village, Illinois",1270,140,11,134,10.6,1,0.1,0,0,5,0.4,1130,89,1048,82.5,24,1.9,0,0,0,0,0,0
1600000US1740091,"Kingston Mines village, Illinois",307,4,1.3,4,1.3,0,0,0,0,0,0,303,98.7,297,96.7,6,2,0,0,0,0,0,0
1600000US1740117,"Kinmundy city, Illinois",904,22,2.4,8,0.9,4,0.4,10,1.1,0,0,882,97.6,874,96.7,0,0,6,0.7,0,0,0,0
1600000US1740143,"Kinsman village, Illinois",140,3,2.1,3,2.1,0,0,0,0,0,0,137,97.9,137,97.9,0,0,0,0,0,0,0,0
1600000US1740156,"Kirkland village, Illinois",1816,117,6.4,87,4.8,15,0.8,0,0,15,0.8,1699,93.6,1656,91.2,0,0,0,0,4,0.2,0,0
1600000US1740182,"Kirkwood village, Illinois",721,14,1.9,0,0,0,0,0,0,14,1.9,707,98.1,707,98.1,0,0,0,0,0,0,0,0
1600000US1740364,"Knollwood CDP, Illinois",1820,484,26.6,374,20.5,23,1.3,8,0.4,79,4.3,1336,73.4,1269,69.7,14,0.8,0,0,14,0.8,0,0
1600000US1740416,"Knoxville city, Illinois",2988,101,3.4,87,2.9,14,0.5,0,0,0,0,2887,96.6,2837,94.9,6,0.2,4,0.1,0,0,0,0
1600000US1740559,"Lacon city, Illinois",1815,29,1.6,29,1.6,0,0,0,0,0,0,1786,98.4,1732,95.4,28,1.5,11,0.6,6,0.3,0,0
1600000US1740598,"Ladd village, Illinois",1185,83,7,80,6.8,0,0,0,0,3,0.3,1102,93,1093,92.2,0,0,0,0,4,0.3,0,0
1600000US1740676,"La Fayette village, Illinois",207,6,2.9,6,2.9,0,0,0,0,0,0,201,97.1,201,97.1,0,0,0,0,0,0,0,0
1600000US1740767,"La Grange village, Illinois",15632,1206,7.7,922,5.9,111,0.7,26,0.2,147,0.9,14426,92.3,13123,83.9,886,5.7,0,0,218,1.4,0,0
1600000US1740793,"La Grange Park village, Illinois",13491,1697,12.6,1296,9.6,210,1.6,36,0.3,155,1.1,11794,87.4,10928,81,526,3.9,0,0,213,1.6,0,0
1600000US1740832,"La Harpe city, Illinois",1411,28,2,28,2,0,0,0,0,0,0,1383,98,1359,96.3,0,0,0,0,0,0,0,0
1600000US1740884,"Lake Barrington village, Illinois",5069,204,4,109,2.2,23,0.5,0,0,72,1.4,4865,96,4603,90.8,13,0.3,5,0.1,202,4,0,0
1600000US1740910,"Lake Bluff village, Illinois",5612,97,1.7,30,0.5,67,1.2,0,0,0,0,5515,98.3,5041,89.8,31,0.6,3,0.1,411,7.3,0,0
1600000US1740962,"Lake Camelot CDP, Illinois",1834,53,2.9,29,1.6,0,0,0,0,24,1.3,1781,97.1,1781,97.1,0,0,0,0,0,0,0,0
1600000US1740988,"Lake Catherine CDP, Illinois",1439,46,3.2,37,2.6,9,0.6,0,0,0,0,1393,96.8,1316,91.5,24,1.7,0,0,0,0,0,0
1600000US1741105,"Lake Forest city, Illinois",19219,739,3.8,460,2.4,45,0.2,0,0,234,1.2,18480,96.2,16239,84.5,368,1.9,0,0,1562,8.1,0,0
1600000US1741157,"Lake Holiday CDP, Illinois",4534,60,1.3,0,0,43,0.9,0,0,17,0.4,4474,98.7,4415,97.4,0,0,0,0,19,0.4,0,0
1600000US1741183,"Lake in the Hills village, Illinois",28832,3487,12.1,2034,7.1,414,1.4,69,0.2,970,3.4,25345,87.9,22406,77.7,687,2.4,0,0,1542,5.3,0,0
1600000US1741214,"Lake Ka-Ho village, Illinois",218,4,1.8,4,1.8,0,0,0,0,0,0,214,98.2,206,94.5,0,0,0,0,0,0,0,0
1600000US1741326,"Lakemoor village, Illinois",6171,935,15.2,502,8.1,227,3.7,43,0.7,163,2.6,5236,84.8,4947,80.2,137,2.2,0,0,87,1.4,0,0
1600000US1741346,"Lake of the Woods CDP, Illinois",2442,13,0.5,13,0.5,0,0,0,0,0,0,2429,99.5,2380,97.5,0,0,0,0,0,0,0,0
1600000US1741404,"Lake Petersburg CDP, Illinois",553,11,2,11,2,0,0,0,0,0,0,542,98,542,98,0,0,0,0,0,0,0,0
1600000US1741456,"Lake Summerset CDP, Illinois",2019,0,0,0,0,0,0,0,0,0,0,2019,100,1948,96.5,24,1.2,0,0,14,0.7,0,0
1600000US1741586,"Lake Villa village, Illinois",8762,1030,11.8,780,8.9,189,2.2,0,0,61,0.7,7732,88.2,7017,80.1,286,3.3,4,0,316,3.6,0,0
1600000US1741651,"Lakewood village, Illinois",3741,9,0.2,9,0.2,0,0,0,0,0,0,3732,99.8,3563,95.2,62,1.7,0,0,46,1.2,0,0
1600000US1741716,"Lakewood Shores CDP, Illinois",1381,0,0,0,0,0,0,0,0,0,0,1381,100,1308,94.7,30,2.2,0,0,0,0,0,0
1600000US1741742,"Lake Zurich village, Illinois",19970,2033,10.2,1482,7.4,191,1,73,0.4,287,1.4,17937,89.8,15537,77.8,329,1.6,0,0,1776,8.9,0,0
1600000US1741794,"La Moille village, Illinois",771,2,0.3,2,0.3,0,0,0,0,0,0,769,99.7,720,93.4,6,0.8,0,0,39,5.1,0,0
1600000US1741859,"Lanark city, Illinois",1562,93,6,93,6,0,0,0,0,0,0,1469,94,1377,88.2,15,1,5,0.3,14,0.9,0,0
1600000US1742002,"Langleyville CDP, Illinois",375,0,0,0,0,0,0,0,0,0,0,375,100,375,100,0,0,0,0,0,0,0,0
1600000US1742028,"Lansing village, Illinois",28141,4142,14.7,3854,13.7,135,0.5,0,0,153,0.5,23999,85.3,11473,40.8,11612,41.3,94,0.3,264,0.9,0,0
1600000US1742067,"LaPlace CDP, Illinois",142,0,0,0,0,0,0,0,0,0,0,142,100,135,95.1,0,0,0,0,0,0,0,0
1600000US1742080,"La Prairie village, Illinois",63,0,0,0,0,0,0,0,0,0,0,63,100,61,96.8,0,0,0,0,0,0,0,0
1600000US1742171,"La Rose village, Illinois",105,0,0,0,0,0,0,0,0,0,0,105,100,102,97.1,0,0,0,0,3,2.9,0,0
1600000US1742184,"LaSalle city, Illinois",9305,1809,19.4,1679,18,63,0.7,0,0,67,0.7,7496,80.6,7223,77.6,31,0.3,0,0,113,1.2,17,0.2
1600000US1742249,"Latham village, Illinois",403,17,4.2,12,3,0,0,0,0,5,1.2,386,95.8,369,91.6,0,0,1,0.2,0,0,0,0
1600000US1742405,"Lawrenceville city, Illinois",4417,205,4.6,144,3.3,0,0,0,0,61,1.4,4212,95.4,3904,88.4,10,0.2,21,0.5,35,0.8,0,0
1600000US1742457,"Leaf River village, Illinois",548,11,2,9,1.6,2,0.4,0,0,0,0,537,98,519,94.7,12,2.2,0,0,1,0.2,2,0.4
1600000US1742496,"Lebanon city, Illinois",4256,64,1.5,22,0.5,11,0.3,0,0,31,0.7,4192,98.5,3008,70.7,1045,24.6,0,0,0,0,0,0
1600000US1742587,"Lee village, Illinois",335,10,3,6,1.8,3,0.9,1,0.3,0,0,325,97,310,92.5,5,1.5,0,0,0,0,0,0
1600000US1742756,"Leland village, Illinois",859,20,2.3,12,1.4,8,0.9,0,0,0,0,839,97.7,825,96,0,0,0,0,0,0,0,0
1600000US1742769,"Leland Grove city, Illinois",1457,30,2.1,11,0.8,4,0.3,0,0,15,1,1427,97.9,1389,95.3,10,0.7,0,0,18,1.2,0,0
1600000US1742795,"Lemont village, Illinois",16935,1243,7.3,1024,6,51,0.3,13,0.1,155,0.9,15692,92.7,14813,87.5,126,0.7,0,0,465,2.7,0,0
1600000US1742834,"Lena village, Illinois",2873,73,2.5,66,2.3,0,0,0,0,7,0.2,2800,97.5,2764,96.2,26,0.9,0,0,10,0.3,0,0
1600000US1742860,"Lenzburg village, Illinois",491,30,6.1,0,0,3,0.6,17,3.5,10,2,461,93.9,406,82.7,0,0,0,0,48,9.8,0,0
1600000US1742912,"Leonore village, Illinois",69,6,8.7,6,8.7,0,0,0,0,0,0,63,91.3,63,91.3,0,0,0,0,0,0,0,0
1600000US1742938,"Lerna village, Illinois",266,0,0,0,0,0,0,0,0,0,0,266,100,266,100,0,0,0,0,0,0,0,0
1600000US1742971,"Le Roy city, Illinois",3576,0,0,0,0,0,0,0,0,0,0,3576,100,3542,99,11,0.3,0,0,0,0,0,0
